document,paragraph_index,original_text,simplified_text,original_text_isssues_detected,simplification_rules_applied,tagging_date,tagging_elapsed_time
aae5c6f0c213946d265cb98c08106c0b,37,"Il reclamo può essere presentato anche tramite consegna dello stesso allo sportello dell'Ufficio Relazioni con il Pubblico. Il reclamo dovrà essere presentato in forma scritta (mediante consegna diretta, per posta, via fax, per posta elettronica) e sottoscritto dal presentatore. L'eventuale presentazione informale (orale diretta o telefonica) sarà considerata in ogni caso, ma alla stregua di semplice segnalazione. ","Il reclamo può essere anche consegnato a mano allo sportello dell'Ufficio Relazioni con il Pubblico. Il reclamo dovrà essere presentato in forma scritta (consegnato a mano, per posta, via fax, per posta elettronica) e firmato dal presentatore. L'eventuale presentazione informale (orale diretta o telefonica) sarà considerata come una semplice segnalazione. ",,,2024-03-27T12:18:25.107704,96.0
aae5c6f0c213946d265cb98c08106c0b,38,I reclami anonimi e non circostanziati non saranno presi in considerazione. ,I reclami anonimi e non legati a fatti individuabili non saranno presi in considerazione. ,,,2024-03-27T12:18:43.116502,16.0
aae5c6f0c213946d265cb98c08106c0b,39,"In caso di presentazione formale, l'Ufficio Relazioni con il Pubblico del Comune risponde all'utente con la massima celerità e comunque entro trenta giorni dalla presentazione del reclamo. ","Se si ha una presentazione formale di un reclamo, l'Ufficio Relazioni con il Pubblico del Comune risponde all'utente con la massima velocità e comunque entro trenta giorni dalla presentazione del reclamo. ",,,2024-03-27T12:19:29.918214,44.0
aae5c6f0c213946d265cb98c08106c0b,40,L'insieme dei reclami e gli indicatori relativi alla loro gestione entrano a far parte del Rapporto annuale di valutazione della Carta del servizio ed esaminati al fine della redazione del Piano di miglioramento della qualità.,L'insieme dei reclami e gli indicatori della loro gestione fanno parte del Rapporto annuale di valutazione della Carta del servizio. Reclami e indicatori della gestione dei reclami sono esaminati per la redazione del Piano di miglioramento della qualità.,,,2024-03-27T12:20:40.894719,68.0
aae5c6f0c213946d265cb98c08106c0b,41,"I responsabili del Reparto Operativo, sentiti periodicamente gli operatori del servizio, registrano le anomalie che presentano i procedimenti, formulano le proposte di miglioramento degli stessi e le trasmettono al Comandante della Polizia Locale di Rovigo, Responsabile della Qualità di settore, affinché le includa nel Rapporto qualità e vengano considerate nella redazione del relativo Piano di miglioramento.","I responsabili del Reparto Operativo, sentiti periodicamente gli operatori del servizio, registrano le anomalie nei procedimenti. Formulano le proposte di miglioramento degli stessi e le trasmettono al Comandante della Polizia Locale di Rovigo, Responsabile della Qualità di settore. Il Comandante della Polizia Locale di Rovigo le include nel Rapporto qualità, perché vengano considerate nella redazione del relativo Piano di miglioramento.",,,2024-03-27T12:22:23.059504,98.0
aae5c6f0c213946d265cb98c08106c0b,42,I procedimenti amministrativi oggetto dei Servizi di Polizia Locale Reparto Operativo sono indicati nel prospetto di seguito riportato. ,I procedimenti amministrativi oggetto dei Servizi di Polizia Locale Reparto Operativo sono indicati nel prospetto di seguito riportato. ,,,2024-03-27T12:22:37.712521,13.0
aae5c6f0c213946d265cb98c08106c0b,43,"Per ognuno di essi sono indicati: 
- il nome del responsabile del procedimento; 
- il nome del responsabile dell'Ufficio (Reparto);
- i nomi degli operatori che, eventualmente, forniscono al responsabile il supporto necessario; 
- i tempi massimi di legge entro i quali deve essere concluso il procedimento;","Per ognuno di essi sono indicati: 
- il nome del responsabile del procedimento; 
- il nome del responsabile dell'Ufficio (Reparto);
- i nomi degli operatori che, eventualmente, forniscono al responsabile il supporto necessario; 
- i tempi massimi di legge entro i quali deve essere concluso il procedimento;",,,2024-03-27T12:23:16.340774,36.0
aae5c6f0c213946d265cb98c08106c0b,44,"Qualora l'utente non provveda a inviare la documentazione completa o la trasmetta inesatta, rallentando in tal modo il procedimento, i responsabili del Reparto Operativo si impegnano a sollecitarlo informandolo sullo stato della pratica al fine di trovare una rapida soluzione. A questo proposito, gli stessi si impegnano, in casi di particolare complessità, a convocarlo, anche telefonicamente, per una più rapida risoluzione di eventuali problemi.","Se l'utente non invia la documentazione completa o la trasmetta inesatta, e così rallenta il procedimento, i responsabili del Reparto Operativo lo sollecitano. Lo informano inoltre sullo stato della pratica per trovare una rapida soluzione. I responsabili si impegnano, in casi di particolare complessità, a chiamarlo, anche telefonicamente, per una più rapida risoluzione di eventuali problemi.",,,2024-03-27T12:25:15.522024,115.0
aae5c6f0c213946d265cb98c08106c0b,45,Disponibilità agli appuntamenti extra orario di apertura al pubblico,Disponibilità agli appuntamenti extra orario di apertura al pubblico,,,2024-03-27T12:25:21.627684,5.0
aae5c6f0c213946d265cb98c08106c0b,46,Uniformità degli orari al pubblico del Servizio polizia locale con gli orari di altri uffici pubblici potenzialmente coinvolti nei vari procedimenti,Uniformità degli orari al pubblico del Servizio polizia locale con gli orari di altri uffici pubblici potenzialmente coinvolti nei vari procedimenti,,,2024-03-27T12:25:30.067332,7.0
aae5c6f0c213946d265cb98c08106c0b,47,Tempi medi di ricerca per visura/rilascio copia di atti su domanda,Tempi medi di ricerca per visura/rilascio copia di atti su domanda,,,2024-03-27T12:25:34.191864,3.0
aae5c6f0c213946d265cb98c08106c0b,48,"Uniformità e compatibilità sistema informatico ed informativo con gli uffici coinvolti in una pratica complessa (servizi sociali lavori pubblici, ambiente ragioneria, LL.PP., contratti)","Uniformità e compatibilità sistema informatico ed informativo con gli uffici coinvolti in una pratica complessa (servizi sociali lavori pubblici, ambiente ragioneria, LL.PP., contratti)",,,2024-03-27T12:25:41.628749,6.0
aae5c6f0c213946d265cb98c08106c0b,49,Identificabilità del personale mediante placca negli orari di servizio,Identificabilità del personale mediante placca negli orari di servizio,,,2024-03-27T12:25:45.751888,3.0
aae5c6f0c213946d265cb98c08106c0b,50,"Corsi di aggiornamento tecnico, addestramento teorico/pratico, formazione sulla persona","Corsi di aggiornamento tecnico, addestramento teorico/pratico, formazione sulla persona",,,2024-03-27T12:25:50.799516,4.0
aae5c6f0c213946d265cb98c08106c0b,51,Indagini sulla soddisfazione degli utenti del servizio,Indagini sulla soddisfazione degli utenti del servizio,,,2024-03-27T12:25:55.117214,3.0
aae5c6f0c213946d265cb98c08106c0b,52,N° reclami presentati a carico dei servizi di Polizia locale Reparto Operativo nell'arco dell'anno solare,N° reclami presentati a carico dei servizi di Polizia locale Reparto Operativo nell'arco dell'anno solare,,,2024-03-27T12:25:59.034221,3.0
aae5c6f0c213946d265cb98c08106c0b,53,"Annualmente i responsabili del Reparto Operativo producono al Comandante della Polizia Locale di Rovigo un Rapporto di valutazione sulla Carta del Servizio con indicazione: 
- dei risultati dell'attività relativamente agli indicatori di qualità riportati in tabella, con i relativi scostamenti dagli standard prestabiliti, esplicandone le cause e proponendo i relativi correttivi sull'attività del reparto; 
- degli esiti delle indagini di soddisfazione effettuate sugli utenti; 
- dei reclami, presentati direttamente o indirettamente, dagli utenti; 
- delle eventuali anomalie riscontrate.","Ogni anno i responsabili del Reparto Operativo danno al Comandante della Polizia Locale di Rovigo un Rapporto di valutazione sulla Carta del Servizio con indicazione: 
- dei risultati dell'attività che riguarda gli indicatori di qualità riportati in tabella. Vengono anche inseriti i relativi scostamenti dagli standard prestabiliti, sono chiarite le cause e sono propeste dei miglioramenti sull'attività del reparto; 
- degli esiti delle indagini di soddisfazione effettuate sugli utenti; 
- dei reclami, presentati direttamente o indirettamente, dagli utenti; 
- delle eventuali anomalie individuate.",,,2024-03-27T12:27:54.001990,110.0
aae5c6f0c213946d265cb98c08106c0b,54,"Il rapporto è esaminato in pubbliche adunanze, alle quali sono invitati direttamente i rappresentanti delle Associazioni per la tutela dei Consumatori, con le quali esiste un apposito Protocollo d'Intesa. ","Il rapporto è esaminato in riunioni pubbliche, a queste sono invitati direttamente i rappresentanti delle Associazioni per la tutela dei Consumatori. Esiste un apposito Protocollo d'Intesa con i rappresentanti delle Associazioni per la tutela dei Consumatori.",,,2024-03-27T12:32:29.243717,90.0
