original_text,document,paragraph_index,simplified_text
"I sottoelencati mezzi e attrezzature saranno dati in usufrutto all'esecutore del servizio previo sottoscrizione del comodato d'uso, dove sarà indicato le modalità dell'usufrutto, in sintesi saranno posti a carico del concessionario tutte le spese di gestione (bolli e assicurazioni) e manutenzione (ordinaria e straordinaria)",6d52bcc84ee3fa9bfec74bb009537bd2,12,"L'esecutore del servizio riceverà in uso i mezzi e le attrezzature elencate qui sotto. Prima di iniziare l'uso, dovrà firmare un contratto di comodato d'uso. Questo documento specificherà come utilizzare i mezzi e le attrezzature. Tutte le spese di gestione, come bolli e assicurazioni, e di manutenzione, sia ordinaria che straordinaria, saranno a carico dell'esecutore del servizio."
"Iscrizione, per attività rientranti nell'oggetto del contratto, nel registro delle imprese presso la Camera di Commercio, Industria, Agricoltura e Artigianato della Provincia in cui l'impresa ha sede, o, se si tratta di concorrente di altro Stato membro dell'Unione Europea non residente in Italia, iscrizione nel corrispondente registro dello Stato di residenza, ai sensi dell'art. 83, comma 3, del D.lgs. 50/2016.",6d52bcc84ee3fa9bfec74bb009537bd2,13,"Per partecipare alle attività previste dal contratto, l'impresa deve essere iscritta nel registro delle imprese presso la Camera di Commercio della provincia dove ha sede. Se l'impresa proviene da un altro paese dell'Unione Europea e non ha sede in Italia, deve essere iscritta nel registro equivalente del suo paese di residenza. Questo è richiesto dall'articolo 83, comma 3, del Decreto legislativo numero 50 del 2016."
"Nel caso di Raggruppamenti Temporanei di Imprese, Consorzi ordinari, GEIE, aggregazioni tra le imprese aderenti al contratto di rete, i requisiti di cui ai precedenti punti 8.1) e 8.2), dovranno essere posseduti, a pena di esclusione, da ciascuna impresa componente. Nel caso di soggetti di cui all'art. 45, comma 2, lettere b) e c), del D.lgs. 50/2016, i medesimi requisiti dovranno essere posseduti, a pena di esclusione, dal Consorzio e dal Consorziato incaricato dell'esecuzione dei servizi;",6d52bcc84ee3fa9bfec74bb009537bd2,14,"Quando si tratta di Raggruppamenti Temporanei di Imprese, Consorzi ordinari, GEIE o aggregazioni di imprese che fanno parte di un contratto di rete, ogni impresa deve avere i requisiti specificati nei punti 8.1 e 8.2 del documento. Se non li possiedono, verranno esclusi. Per i soggetti menzionati nell'articolo 45, comma 2, lettere b) e c) del Decreto legislativo 50/2016, questi stessi requisiti devono essere posseduti dal Consorzio e dall'impresa incaricata di eseguire i servizi, altrimenti saranno esclusi."
almeno due idonee dichiarazioni bancarie attestanti la capacità economica e finanziaria del concorrente sotto i profili della solidità finanziaria e della solvibilità in relazione agli impegni scaturenti dal contratto;,6d52bcc84ee3fa9bfec74bb009537bd2,15,Il concorrente deve presentare almeno due dichiarazioni bancarie che dimostrino la sua solidità finanziaria e la sua capacità di pagare i debiti legati al contratto.
"fatturato minimo annuo, per gli ultimi tre esercizi, pari o superiore al valore stimato del presente appalto ai sensi dell'art. 83, comma 4, lett. a), del D.lgs. 50/2016 al fine di valutare l'effettiva capacità economica e finanziaria dell'operatore economico partecipante alla procedura;",6d52bcc84ee3fa9bfec74bb009537bd2,16,"Per partecipare a questa gara d'appalto, l'azienda deve avere avuto un fatturato annuo minimo, negli ultimi tre anni, uguale o maggiore al valore stimato dell'appalto. Questo requisito, previsto dall'articolo 83, comma 4, lettera a) del Decreto legislativo 50/2016, serve per verificare la solidità economica e finanziaria dell'azienda."
"il requisito di cui al precedente paragrafo dovrà essere posseduto per almeno il 60% dall'impresa mandataria capogruppo e dalle imprese mandanti per almeno il 20%, fatto salvo che nel suo complesso il concorrente lo dovrà possedere per il 100%; ",6d52bcc84ee3fa9bfec74bb009537bd2,17,"L'impresa capogruppo deve avere il requisito menzionato nel paragrafo precedente per almeno il 60%. Le altre imprese del gruppo devono possederlo per almeno il 20%. In totale, tutte le imprese partecipanti devono coprire il 100% del requisito."
"il requisito di cui al precedente punto deve essere posseduto dal concorrente per il 100%, fermo restando che l'impresa mandataria capogruppo deve possedere almeno una referenza bancaria; Il periodo di attività documentabile per il rispetto dei requisiti di capacità economica e finanziaria di cui al precedente punto, (fatturato minimo annuo, realizzato negli ultimi tre esercizi), è da intendersi riferito agli anni 2013, 2014 e 2015 se già depositato, se ancora non depositato saranno presi in considerazioni gli esercizi riferiti agli anni 2012, 2013 e 2014.",6d52bcc84ee3fa9bfec74bb009537bd2,18,"Il concorrente deve possedere al 100% il requisito menzionato nel punto precedente. Inoltre, l'impresa capogruppo deve avere almeno una referenza bancaria. Per dimostrare la capacità economica e finanziaria richiesta, il concorrente deve presentare il fatturato minimo annuo degli ultimi tre anni. Se i dati del 2013, 2014 e 2015 sono già stati depositati, si useranno questi. Se non sono stati depositati, si considereranno i dati degli anni 2012, 2013 e 2014."
"Avere in corso di esecuzione da non meno di un anno il servizio di raccolta differenziata domiciliare per almeno due comuni aventi popolazione residente, per ciascun comune, pari o superiore ai 2.000 abitanti. Il periodo di attività documentabile per il rispetto del requisito di cui al presente punto 8.4.2 è da intendersi riferito all'anno antecedente la data di pubblicazione del bando. ",6d52bcc84ee3fa9bfec74bb009537bd2,19,"Per partecipare, l'azienda deve aver gestito il servizio di raccolta differenziata a domicilio per almeno un anno. Questo servizio deve essere stato fornito per almeno due comuni, ognuno con una popolazione di almeno 2.000 abitanti. Il periodo di attività da considerare per soddisfare questo requisito è l'anno precedente alla data di pubblicazione del bando."
Il suddetto requisito deve essere soddisfatto con riferimento a due comuni aventi singolarmente popolazione pari o superiore agli 2.000 abitanti e non può essere soddisfatto con un unico comune di popolazione superiore a 2.000 abitanti.,6d52bcc84ee3fa9bfec74bb009537bd2,20,"Il requisito richiede che due comuni, ognuno con una popolazione di almeno 2.000 abitanti, lo soddisfino. Non è possibile soddisfarlo con un solo comune, anche se ha più di 2.000 abitanti."
"Avere ottenuto almeno il 60% di media annua nei servizi di raccolta differenziata domiciliare in almeno due comuni, non necessariamente coincidenti con quelli di cui al precedente punto 8.4.2, e per il periodo minimo di un anno compreso nel triennio precedente la data di pubblicazione del bando (triennio 2013-2015). La media annua da considerare è quella relativa ad uno degli anni solari precedenti la data di pubblicazione del bando, ossia con riferimento ad almeno uno degli anni solari 2014 - 2015 e 2016. La soglia del 60% è riferita al risultato medio conseguito per ciascun anno del periodo di riferimento considerato e non come media dei risultati ottenuti nel triennio.",6d52bcc84ee3fa9bfec74bb009537bd2,21,"Per partecipare al bando, è necessario aver raggiunto una media annuale del 60% nella raccolta differenziata domiciliare in almeno due comuni diversi. Questi comuni non devono essere necessariamente gli stessi menzionati nel punto 8.4.2 del bando. È importante che questa media sia stata mantenuta per almeno un anno all'interno del periodo che va dal 2013 al 2015. La percentuale del 60% si riferisce al risultato medio ottenuto in ciascun anno considerato, e non alla media dei risultati di tutti e tre gli anni."
"I requisiti di capacità tecnica e professionale riportati nel precedente punto 8.4.1 (iscrizione all'Albo Nazionale Gestori Ambientali, ai sensi dell'art. 212 del D. Lgs. 152/2006 per le categorie e classi ivi indicate) devono intendersi come requisiti ""soggettivi"" necessari per assicurare il corretto espletamento del servizio e titolo autorizzatorio al suo esercizio, a norma del D.Lgs. 152/2006 e, pertanto, non sono suscettibili di alcuna forma di sostituzione, né per essi è possibile ricorrere all'avvalimento;",6d52bcc84ee3fa9bfec74bb009537bd2,22,"Per partecipare, è necessario essere iscritti all'Albo Nazionale Gestori Ambientali come indicato nell'articolo 212 del Decreto Legislativo 152/2006, per le categorie e classi specificate. Questo requisito è obbligatorio per garantire la corretta gestione del servizio e non può essere sostituito o delegato a terzi."
"I requisiti di capacità tecnica e professionale di cui ai precedenti punti 8.4.2 e 8.4.3 non sono da intendersi suddivisibili in proporzione alle quote di partecipazione nell'RTI e/o nella rete di imprese, non essendo applicabile il principio di corrispondenza tra quote di partecipazione al raggruppamento e quote di qualificazione ed esecuzione.",6d52bcc84ee3fa9bfec74bb009537bd2,23,I requisiti di capacità tecnica e professionale menzionati nei punti 8.4.2 e 8.4.3 non possono essere divisi in base alle quote di partecipazione nel Raggruppamento Temporaneo di Imprese (RTI) o nella rete di imprese. Non si applica il principio secondo cui le quote di partecipazione al raggruppamento devono corrispondere alle quote di qualificazione ed esecuzione.
"ciascuna impresa partecipante ed esecutrice del servizio dovrà necessariamente possedere i requisiti di cui ai precedenti punti 8.4.2 e 8.4.3 per almeno un comune, fatto salvo che nel suo complesso il concorrente li dovrà possedere per il 100%",6d52bcc84ee3fa9bfec74bb009537bd2,24,"Ogni impresa che partecipa e realizza il servizio deve avere i requisiti menzionati nei punti 8.4.2 e 8.4.3 per almeno un comune. Tuttavia, l'impresa nel suo insieme deve soddisfare questi requisiti al 100%."
"i requisiti economico - finanziari e tecnico - organizzativi per la partecipazione del consorzio alla gara sono sommati con riferimento ai soli consorziati esecutori. In sede di offerta, dovranno essere indicati il/i servizio/i o loro parti che saranno eseguiti da ciascuna impresa partecipante e la corrispondente percentuale;",6d52bcc84ee3fa9bfec74bb009537bd2,25,"Per partecipare alla gara, il consorzio deve sommare i requisiti economico-finanziari e tecnico-organizzativi, ma solo quelli dei consorziati che eseguiranno i lavori. Durante la presentazione dell'offerta, ogni impresa partecipante deve indicare quali servizi o parti di essi intende eseguire e la percentuale corrispondente."
"Certificazione di sistema di qualità riferito all'oggetto della procedura conforme alle norme europee della serie UNI EN ISO 9000 e alla vigente normativa nazionale, rilasciata da soggetti accreditati ai sensi delle norme europee della serie UNI CEI EN 45000 e della serie UNI CEI EN ISO/IEC. 17000. Il requisito dovrà essere dichiarato e provato con la produzione di copia del certificato autenticata ai sensi dell'art. 18 del D.P.R. 445/2000;",6d52bcc84ee3fa9bfec74bb009537bd2,26,"Il sistema di qualità relativo all'oggetto della procedura deve essere certificato secondo le norme europee UNI EN ISO 9000 e le leggi italiane vigenti. La certificazione deve essere emessa da enti accreditati secondo le norme UNI CEI EN 45000 e UNI CEI EN ISO/IEC 17000. È necessario dichiarare questo requisito e dimostrarlo presentando una copia autenticata del certificato, come previsto dall'articolo 18 del D.P.R. 445/2000."
"Certificazione di sistema di gestione ambientale riferito all'oggetto della procedura conforme alle norme europee della serie UNI EN ISO 14000 e alla vigente normativa nazionale, rilasciata da soggetti accreditati ai sensi delle norme europee della serie UNI CEI EN 45000 e della serie UNI CEI EN ISO/IEC. 17000. Il requisito dovrà essere dichiarato e provato con la produzione di copia del certificato autenticata ai sensi dell'art. 18 del D.P.R. 445/2000.",6d52bcc84ee3fa9bfec74bb009537bd2,27,"Il sistema di gestione ambientale deve rispettare le norme europee UNI EN ISO 14000 e le leggi italiane in vigore. Deve essere certificato da enti riconosciuti secondo le norme UNI CEI EN 45000 e UNI CEI EN ISO/IEC 17000. Per dimostrare questo requisito, è necessario presentare una copia autenticata del certificato, come previsto dall'articolo 18 del D.P.R. 445/2000."
"Certificazione di sistema di gestione ambientale riferito all'oggetto della procedura conforme alle norme europee della serie UNI EN ISO 18000 e alla vigente normativa nazionale, rilasciata da soggetti accreditati ai sensi delle norme europee della serie UNI CEI EN 45000 e della serie UNI CEI EN ISO/IEC. 17000. Il requisito dovrà essere dichiarato e provato con la produzione di copia del certificato autenticata ai sensi dell'art. 18 del D.P.R. 445/2000.",6d52bcc84ee3fa9bfec74bb009537bd2,28,"Il documento deve dimostrare che il sistema di gestione ambientale segue le norme europee UNI EN ISO 18000 e le leggi italiane attuali. Deve essere rilasciato da enti autorizzati secondo le norme europee UNI CEI EN 45000 e UNI CEI EN ISO/IEC 17000. Per confermare questo requisito, è necessario presentare una copia certificata del certificato, come previsto dall'articolo 18 del D.P.R. 445/2000."
"servizi di raccolta dei rifiuti urbani, prestati negli ultimi tre anni, per una popolazione complessivamente servita nel triennio di almeno 6.000 abitanti residenti;",6d52bcc84ee3fa9bfec74bb009537bd2,29,Servizi di raccolta dei rifiuti urbani forniti negli ultimi tre anni a una popolazione di almeno 6.000 residenti.
"servizi di raccolta domiciliare dei rifiuti urbani, prestati negli ultimi tre anni, per una popolazione complessivamente servita nel triennio di almeno 4.000 abitanti residenti;",6d52bcc84ee3fa9bfec74bb009537bd2,30,"Servizi di raccolta dei rifiuti urbani a domicilio, forniti negli ultimi tre anni, per una popolazione totale di almeno 4.000 residenti nel periodo di tre anni."
"Per i requisiti di cui ai punto 8.4.6), lettere a) e b) è richiesta la presentazione di un elenco con l'indicazione della descrizione dei servizi, degli importi, delle date e dei destinatari, pubblici o privati, come previsto dall'allegato XVII Parte II lett. a) lett. ii) del D.lgs. 50/2016. ",6d52bcc84ee3fa9bfec74bb009537bd2,31,"Per soddisfare i requisiti indicati nei punti 8.4.6), lettere a) e b), è necessario presentare un elenco che descriva i servizi forniti, includendo gli importi, le date e i destinatari, siano essi pubblici o privati. Questo è quanto richiesto dall'allegato XVII Parte II, lettera a), punto ii) del Decreto legislativo 50/2016."
"La popolazione servita di cui al prendente punto 8.4.6 lettere a) e b) è da intendersi come popolazione residente complessivamente servita nel triennio di riferimento, sommando tutti gli anni del triennio e, per ogni anno, la popolazioni di tutti i comuni serviti. ",6d52bcc84ee3fa9bfec74bb009537bd2,32,"La popolazione servita menzionata nel punto 8.4.6, lettere a) e b), si riferisce alla somma della popolazione residente di tutti i comuni serviti in ciascuno degli anni del triennio considerato."
"Tutti i servizi analoghi di cui al precedente punto 8.4.6 devono essere stati prestati nel triennio di riferimento e non necessariamente per ogni anno dello stesso periodo, purché si raggiungano complessivamente i numeri di abitanti serviti previsti nello stesso punto del bando di gara. ",6d52bcc84ee3fa9bfec74bb009537bd2,33,"I servizi simili menzionati nel punto 8.4.6 del bando devono essere stati forniti negli ultimi tre anni. Non è obbligatorio che siano stati forniti ogni anno, ma è importante che nel totale dei tre anni si sia raggiunto il numero di abitanti serviti indicato nel bando."
"Nel caso di Raggruppamenti Temporanei di Imprese, Consorzi, GEIE, aggregazioni tra le imprese aderenti al contratto di rete, i requisiti di cui al precedente punto 8.4.6), lettere a a) e b) devono essere posseduti per almeno il 60% dall'impresa mandataria capogruppo e dalle imprese mandanti per almeno il 20%, fatto salvo che nel suo complesso il concorrente lo dovrà possedere per il 100%.",6d52bcc84ee3fa9bfec74bb009537bd2,34,"Quando si tratta di Raggruppamenti Temporanei di Imprese, Consorzi, GEIE o aggregazioni di imprese in un contratto di rete, i requisiti menzionati nel punto 8.4.6, nelle parti a) e b), devono essere soddisfatti per almeno il 60% dall'impresa che guida il gruppo e per almeno il 20% dalle altre imprese partecipanti. Tuttavia, complessivamente, tutte le imprese coinvolte devono possedere i requisiti al 100%."
"I concorrenti dovranno ottenere, a pena di esclusione, un Certificato attestante di aver effettuato un sopralluogo nel corso del quale hanno preso visione dei luoghi in cui dovrà essere effettuato il servizio. A tal fine, per partecipare alla gara, il legale rappresentante del concorrente, o suo delegato, dovrà eseguire detto sopralluogo con il tecnico comunale. Il sopralluogo potrà essere effettuato, dal primo giorno successivo alla pubblicazione del bando sul sito internet del comune all'ultimo giorno previsto per la presentazione delle offerte, previa comunicazione PEC all'indirizzo comune.rionerosannitico@pec.leonet.it. ",6d52bcc84ee3fa9bfec74bb009537bd2,35,"Per partecipare alla gara, i concorrenti devono ottenere un Certificato che dimostri la visita dei luoghi dove si svolgerà il servizio. Questo sopralluogo è obbligatorio e, se non effettuato, comporta l'esclusione dalla gara. Il legale rappresentante del concorrente o una persona da lui delegata deve fare il sopralluogo insieme a un tecnico del comune. È possibile fare il sopralluogo dal giorno dopo la pubblicazione del bando sul sito del comune fino all'ultimo giorno per presentare le offerte. Per organizzare il sopralluogo, bisogna inviare una comunicazione PEC all'indirizzo comune.rionerosannitico@pec.leonet.it."
"A sopralluogo effettuato, il tecnico comunale rilascerà detto Certificato che andrà allegato alla documentazione di gara. Nel caso di Raggruppamenti Temporanei d'Impresa, Consorzi, GEIE, sia già formalmente costituiti sia da costituire, il Certificato di sopralluogo da allegare ai documenti di gara sarà quello rilasciato all'impresa mandataria capogruppo.",6d52bcc84ee3fa9bfec74bb009537bd2,36,"Dopo aver effettuato il sopralluogo, il tecnico comunale rilascerà un Certificato. Questo documento dovrà essere allegato alla documentazione di gara. Se si tratta di Raggruppamenti Temporanei d'Impresa, Consorzi o GEIE, sia già esistenti sia in fase di costituzione, il Certificato di sopralluogo da allegare sarà quello rilasciato all'impresa capogruppo mandataria."
"Per la partecipazione alla gara, è richiesta la prestazione di una garanzia provvisoria nel rispetto di quanto previsto dall'art. 93 del D.lgs. 50/2016. L'importo è pari al 2% della base di gara e cioè di euro 11'368,27. ",6d52bcc84ee3fa9bfec74bb009537bd2,37,"Per partecipare alla gara, è necessario fornire una garanzia provvisoria come indicato dall'articolo 93 del Decreto legislativo numero 50 del 2016. L'importo della garanzia deve essere il 2% della base di gara, che corrisponde a 11.368,27 euro."
"Ai sensi dell'art. 93, comma 7, del D.lgs. 50/2016, l'importo della garanzia sarà ridotto del cinquanta per cento per gli operatori economici ai quali sia stata rilasciata, da organismi accreditati, ai sensi delle norme europee della serie UNI CEI EN 45000 e della serie UNI CEI EN ISO/IEC 17000, la certificazione del sistema di qualità conforme alle norme europee della serie UNI CEI ISO 9000. Per fruire di tale beneficio, l'operatore economico segnalerà in sede di offerta, il possesso del requisito, e lo documenterà nei modi prescritti dalle norme vigenti. Il predetto Certificato dovrà essere presentato in copia autenticata ai sensi dell'art. 18 del D.P.R. 20 dicembre 2000, n. 445 e s. m. e i. ",6d52bcc84ee3fa9bfec74bb009537bd2,38,"Secondo l'articolo 93, comma 7, del Decreto legislativo 50/2016, se un'azienda ha una certificazione di qualità riconosciuta da enti accreditati secondo le norme europee UNI CEI EN 45000 e UNI CEI EN ISO/IEC 17000, può avere una riduzione del 50% sull'importo della garanzia richiesta. Per ottenere questo vantaggio, l'azienda deve indicare durante la presentazione dell'offerta che possiede questa certificazione e deve fornire la documentazione necessaria come previsto dalle leggi in vigore. La certificazione deve essere presentata in copia autenticata secondo l'articolo 18 del D.P.R. del 20 dicembre 2000, n. 445."
"La garanzia provvisoria coprirà la mancata sottoscrizione del contratto per fatto dell'affidatario e sarà svincolata automaticamente al momento della sottoscrizione del contratto. Ai sensi dell'art. 93 comma 6 del D.lgs. 50/2016, La garanzia copre la mancata sottoscrizione del contratto dopo l'aggiudicazione, per fatto dell'affidatario riconducibile ad una condotta connotata da dolo o colpa grave, ed e' svincolata automaticamente al momento della sottoscrizione del contratto medesimo. ",6d52bcc84ee3fa9bfec74bb009537bd2,39,"La garanzia provvisoria serve a coprire il caso in cui l'azienda aggiudicataria non firmi il contratto a causa di un suo comportamento doloso o gravemente negligente. Questa garanzia si libera automaticamente quando si firma il contratto. Secondo l'articolo 93, comma 6, del Decreto legislativo 50/2016, la garanzia si applica se l'azienda aggiudicataria non firma il contratto dopo averlo vinto, per colpa grave o dolo."
"La garanzia, a pena di esclusione, dovrà avere validità per almeno centottanta giorni dalla data di presentazione dell'offerta e prevedere espressamente la rinuncia al beneficio della preventiva escussione del debitore principale, la rinuncia all'eccezione di cui all'art. 1957, comma 2, del codice civile, nonché l'operatività della garanzia medesima entro quindici giorni, a semplice richiesta scritta dell'Amministrazione. In qualunque modo sarà prestata la garanzia provvisoria, ai sensi dell'art. 93 del D.lgs. 50/2016, l'offerta dovrà essere corredata, a pena di esclusione, dall'impegno di un fideiussore a rilasciare la garanzia fideiussoria per l'esecuzione del contratto, per l'importo e secondo le modalità previste dall'art. 103 del D.lgs. 50/2016, qualora l'offerente risultasse affidatario. ",6d52bcc84ee3fa9bfec74bb009537bd2,40,"La garanzia deve essere valida per almeno 180 giorni dalla data in cui si presenta l'offerta e deve includere specificamente tre cose: la rinuncia al diritto di chiedere prima il pagamento al debitore principale, la rinuncia all'eccezione prevista dall'articolo 1957, comma 2, del codice civile, e la possibilità di attivarla entro 15 giorni su semplice richiesta scritta dell'Amministrazione. Se non si rispettano queste condizioni, l'offerta sarà esclusa.

Inoltre, indipendentemente da come si fornisce la garanzia provvisoria, come indicato dall'articolo 93 del Decreto legislativo 50/2016, l'offerta deve essere accompagnata, pena l'esclusione, da un impegno di un fideiussore. Questo fideiussore deve garantire che, se l'offerente vince, fornirà una garanzia per l'esecuzione del contratto. L'importo e le modalità di questa garanzia sono dettagliati nell'articolo 103 dello stesso decreto."
"Nel caso di Raggruppamenti Temporanei di Imprese o di Consorzi ordinari di concorrenti o di GEIE non ancora formalmente costituiti, la garanzia dovrà essere intestata, a pena di esclusione, a tutti gli operatori economici che costituiranno il Raggruppamento, il Consorzio, il GEIE.",6d52bcc84ee3fa9bfec74bb009537bd2,41,"Se le imprese si uniscono temporaneamente o formano un consorzio ordinario di concorrenti o un GEIE che non è ancora stato ufficialmente creato, la garanzia deve essere registrata a nome di tutte le imprese che faranno parte di questo gruppo. Se non si fa così, queste imprese saranno escluse."
L'aggiudicatario è tenuto a prestare una garanzia definitiva nel rispetto di quanto disposto dall'art 103 del D.lgs. 50/2016. La garanzia definitiva copre gli oneri per il mancato o inesatto adempimento e cessa di avere effetto solo alla data di emissione del certificato di regolare esecuzione.,6d52bcc84ee3fa9bfec74bb009537bd2,42,L'aggiudicatario deve fornire una garanzia definitiva come previsto dall'articolo 103 del Decreto legislativo 50/2016. Questa garanzia copre i costi per mancato o scorretto adempimento e rimane valida fino alla data in cui viene emesso il certificato di regolare esecuzione.
"In caso di raggruppamenti temporanei, le garanzie fideiussorie definitive e le garanzie assicurative sono presentate, su mandato irrevocabile, dalla mandataria in nome e per conto di tutti i concorrenti con responsabilità solidale. Nel caso di raggruppamenti temporanei di tipo verticale la mandataria presenta, unitamente al mandato irrevocabile degli operatori economici raggruppati, le garanzie assicurative dagli stessi prestate per le rispettive responsabilità ""pro quota"".",6d52bcc84ee3fa9bfec74bb009537bd2,43,"Quando si formano dei raggruppamenti temporanei, la mandataria deve presentare le garanzie fideiussorie definitive e le garanzie assicurative per tutti i partecipanti. Questo deve essere fatto con un mandato irrevocabile e tutti i partecipanti sono responsabili insieme. Se il raggruppamento è di tipo verticale, la mandataria deve anche presentare le garanzie assicurative specifiche per ogni partecipante, secondo le loro responsabilità individuali, insieme al mandato irrevocabile."
"L'aggiudicazione, ai sensi dell'art. 95 comma 2 del D.lgs. 50/2016, sarà effettuata con il criterio dell'offerta economicamente più vantaggiosa. ",6d52bcc84ee3fa9bfec74bb009537bd2,44,"L'assegnazione, secondo l'articolo 95, comma 2, del Decreto legislativo 50/2016, si baserà sul criterio dell'offerta che presenta il miglior rapporto qualità-prezzo."
L'aggiudicazione sarà effettuata a favore del concorrente che avrà riportato il punteggio complessivo più alto determinato dalla somma dei punteggi delle offerte tecnica ed economica. ,6d52bcc84ee3fa9bfec74bb009537bd2,45,L'aggiudicazione andrà al concorrente che otterrà il punteggio più alto. Questo punteggio sarà la somma dei punteggi ottenuti dalle offerte tecnica ed economica.
"In caso di offerte con pari punteggio, si darà precedenza, nell'ordine, alla offerta: 
- che avrà riportato il maggior punteggio per l'offerta tecnica; 
- presentata per prima in base a data e ora di arrivo attestate dall'ufficio protocollo dell'Amministrazione",6d52bcc84ee3fa9bfec74bb009537bd2,46,"Se due offerte ricevono lo stesso punteggio, la preferenza sarà data, seguendo questo ordine:
- all'offerta che ha ottenuto il punteggio più alto per la parte tecnica;
- all'offerta che è stata presentata per prima, come confermato dalla data e ora di registrazione dell'ufficio protocollo dell'Amministrazione."
