original_text,document,paragraph_index,simplified_text
"Nonostante le criticità, si riconosce alla partecipata un riguardevole potenziale che induce a ritenere la partecipazione strumentale al perseguimento degli obiettivi istituzionali di questo Ente, ravvisando pertanto un interesse a mantenere la partecipazione posseduta nella Società.",07108e7d68b7e897ed6a800be9802105,11,"Nonostante alcune difficoltà, riconosciamo che la società controllata ha un grande potenziale. Questo potenziale è importante per raggiungere gli obiettivi del nostro Ente. Quindi, c'è un interesse a mantenere la nostra partecipazione in questa Società."
"Il bilancio d'esercizio al 31 dicembre 2017 ha registrato una perdita pari ad € 547.492,00. La suddetta perdita, data l'impossibilità di copertura nell'esercizio medesimo, è stata riportata a nuovo determinando, in tal modo, una riduzione del patrimonio netto ad € 2.952.508,00 (€ 3.500.000,00 - 547.492,00).",07108e7d68b7e897ed6a800be9802105,12,"Il bilancio del 31 dicembre 2017 ha mostrato una perdita di 547.492 euro. Non essendo possibile coprire questa perdita nello stesso esercizio, è stata trasferita al bilancio successivo. Questo ha ridotto il patrimonio netto a 2.952.508 euro, calcolato come la differenza tra 3.500.000 euro e 547.492 euro."
"I dati desunti dal bilancio al 31 dicembre 2017 evidenziano una situazione caratterizzata da elementi di elevata criticità, quali:
- sproporzione tra il valore ed il costo della produzione;
- elevato indebitamento della società, con buona parte della consistente esposizione debitoria esigibile entro il corrente anno (per un importo pari ad € 2.140.495,00);
- elevati costi per il personale che, paradossalmente si compone di tre sole unità (un dirigente, un impiegato ed un operario)",07108e7d68b7e897ed6a800be9802105,13,"I dati del bilancio al 31 dicembre 2017 mostrano una situazione difficile per la società, con i seguenti problemi:
- Il valore della produzione è molto diverso dal suo costo;
- La società ha molti debiti. In particolare, deve pagare 2.140.495 euro entro la fine dell'anno;
- I costi per il personale sono alti, nonostante la società abbia solo tre dipendenti: un dirigente, un impiegato e un operario."
"Dalla ""Relazione della società di revisione indipendente sul bilancio al 31 dicembre 2017"" redatta dalla società ""AUDIREVI S.p.A."", (CF 05953410585, PI 12034710157) Società di revisione e organizzazione contabile con sede legale in Milano – emerge, tra l'altro, che la società presenta una difficile situazione finanziaria che, come dichiarato dagli amministratori, va affrontata mediante un intervento da parte della compagine azionaria.",07108e7d68b7e897ed6a800be9802105,14,"Nel documento ""Relazione della società di revisione indipendente sul bilancio al 31 dicembre 2017"", scritto dalla società ""AUDIREVI S.p.A."" (CF 05953410585, PI 12034710157), che si occupa di revisione e organizzazione contabile e ha sede a Milano, si evidenzia che la società sta attraversando un periodo finanziario difficile. Gli amministratori hanno dichiarato che per risolvere questa situazione è necessario un intervento da parte degli azionisti."
"Il Consiglio di Amministrazione, nel corso del 2017 e del 2018, ha convocato diverse assemblee straordinarie per proporre l'adeguamento del patrimonio sociale alle correnti esigenze della gestione.",07108e7d68b7e897ed6a800be9802105,15,"Nel 2017 e nel 2018, il Consiglio di Amministrazione ha organizzato diverse assemblee straordinarie. L'obiettivo era aggiornare il patrimonio sociale per rispondere meglio alle necessità attuali della gestione."
"Dalla documentazione trasmessa dalla partecipata con nota n. 82103 del 20 novembre 2017, emerge che l'operazione proposta si sostanzia in un aumento del Capitale Sociale a pagamento, per un importo massimo",07108e7d68b7e897ed6a800be9802105,16,"La documentazione inviata dalla società partecipata, con la nota numero 82103 del 20 novembre 2017, mostra che la proposta riguarda un aumento del Capitale Sociale a pagamento, fino a un importo massimo."
"di 3.000.000,00 oltre l'eventuale sovrapprezzo sull'inoptato, mediante l'emissione di nuovi titoli azionari, avente valore nominale di € 5,00 offerti in opzione agli Azionisti della Società ai sensi dell'art. 2441 c.c..",07108e7d68b7e897ed6a800be9802105,17,"La Società emetterà nuovi titoli azionari per un valore totale di 3.000.000,00 euro, oltre a un possibile sovrapprezzo. Ogni nuovo titolo avrà un valore nominale di 5,00 euro. Questi titoli saranno offerti agli azionisti della Società come opzione, secondo quanto previsto dall'articolo 2441 del codice civile."
"Gli azionisti avranno la facoltà di esercitare il diritto di opzione in base al rapporto tra il numero delle azioni in circolazione e quello delle azioni emesse. Essendo il capitale sociale, nella sua attuale entità, di € 3.500.000,00, costituito da n. 700.000 azioni in circolazione, ed essendo oggetto di deliberazione l'aumento del capitale sociale per € 3.000.000,00 mediante emissione di n. 600.000 azioni, ciascun azionista potrà esercitare il diritto di opzione in base al rapporto di sei azioni di nuova emissione ogni sette azioni vecchie possedute. È stato tuttavia previsto che l'operazione non si esaurisca nell'ambito dell'attuale base sociale, per cui l'offerta potrebbe rivolgersi a terzi per l'eventuale inoptato pur mantenendo una maggioranza pubblica.",07108e7d68b7e897ed6a800be9802105,18,"Gli azionisti possono esercitare il diritto di opzione per acquistare nuove azioni. Attualmente, il capitale sociale è di 3.500.000 euro, diviso in 700.000 azioni. Si prevede di aumentare il capitale di 3.000.000 euro, emettendo 600.000 nuove azioni. Ogni azionista ha il diritto di acquistare sei nuove azioni per ogni sette vecchie che possiede. Tuttavia, se le nuove azioni non vengono tutte acquistate dagli attuali azionisti, l'offerta potrebbe essere estesa anche a terzi, assicurando comunque che la maggioranza delle azioni rimanga pubblica."
"Per quanto riguarda l'Amministrazione Provinciale il diritto di opzione consentirebbe l'acquisto di n. 83.410 azioni, per un importo di € 417.050,00. La sottoscrizione di questo numero di azioni garantirebbe il mantenimento inalterato della quota di capitale sociale posseduta, pari al 13,90%.",07108e7d68b7e897ed6a800be9802105,19,"L'Amministrazione Provinciale ha il diritto di acquistare 83.410 azioni per un totale di 417.050 euro. Questo acquisto permetterebbe di mantenere invariata la sua partecipazione nel capitale sociale, che è del 13,90%."
"Come risulta evidente da quanto esposto dal management aziendale nelle relazioni allegate al bilancio al 31 dicembre 2016 e al bilancio 2017, l'operazione è finalizzata esclusivamente alla ristrutturazione patrimoniale che, a sua volta, si pone l'obiettivo di superare l'attuale squilibrio, causa di disavanzi di periodo.",07108e7d68b7e897ed6a800be9802105,20,Il management aziendale ha spiegato nelle relazioni allegate ai bilanci del 31 dicembre 2016 e del 2017 che l'operazione mira solo a ristrutturare il patrimonio. Questo serve a correggere gli squilibri attuali che stanno causando perdite periodiche.
"Il programma di sviluppo, sostenuto dall'operazione di aumento del capitale sociale sembra indirizzato al recupero dell'equilibrio gestionale per creare un organismo aziendale equilibrato sia nella sua struttura statica che nelle dinamiche di periodo.",07108e7d68b7e897ed6a800be9802105,21,"Il programma di sviluppo, supportato dall'aumento del capitale sociale, mira a ristabilire un equilibrio nella gestione dell'azienda. Questo equilibrio riguarda sia la struttura dell'azienda sia il suo funzionamento nel tempo."
"Viste le ristrettezze economiche-finanziarie dovute ai continui e ingenti tagli del Governo centrale, nonché i dati desunti dall'analisi di bilancio, hanno indotto la dirigenza di questo Ente ad esprimere parere sfavorevole all'aumento di capitale sociale della ""Lameziaeuropa S.p.A."" e alla sottoscrizione di nuove azioni. La dirigenza dell'Ente, pur rimanendo contraria all'aumento di capitale, è consapevole che in assenza di tale operazione si verificherà, inevitabilmente, l'acuirsi della crisi aziendale con le conseguenze plasticamente prevedibili.",07108e7d68b7e897ed6a800be9802105,22,"A causa dei continui e grandi tagli di fondi da parte del Governo centrale e dei risultati dell'analisi di bilancio, la dirigenza di questo Ente ha deciso di non approvare l'aumento di capitale sociale della ""Lameziaeuropa S.p.A."" e di non sottoscrivere nuove azioni. Anche se la dirigenza è contraria all'aumento di capitale, sa che senza questa operazione la crisi aziendale peggiorerà con conseguenze facilmente prevedibili."
"Va ancora evidenziata l'impossibilità – in assenza di un processo di ristrutturazione patrimoniale – di garantire l'equilibrio economico-finanziario e di fronteggiare la propria esposizione debitoria, ritenuta dagli organi di amministrazione e controllo della partecipata, indispensabile al superamento della crisi e a garantire la continuità aziendale.",07108e7d68b7e897ed6a800be9802105,23,"È importante sottolineare che, senza un processo di ristrutturazione del patrimonio, non possiamo garantire l'equilibrio economico e finanziario né affrontare i debiti. Gli organi di amministrazione e controllo della società ritengono questo processo essenziale per superare la crisi e assicurare la continuità dell'azienda."
"Si evidenzia che nel 2019 la società, dopo anni di perdite, ha realizzato un risultato positivo di euro 2.964,00, in linea con il Piano Industriale 2019 – 2023 sottoposto alla valutazione degli Azionisti in occasione dell'Assemblea Straordinaria del 21 gennaio 2019. Sul punto, tra l'altro si rileva che la ""Audirevi"" nella propria relazione sul bilancio 2019 ha preso atto del fatto che ""la società Lamezia Europa SpA ha messo in atto una serie di attività ed interventi, di seguito indicati, che potranno permettere, a partire dall'esercizio di bilancio 2020, di recuperare l'equilibrio finanziario societario, allo stato compromesso, e garantire la continuità aziendale"".",07108e7d68b7e897ed6a800be9802105,24,"Nel 2019, dopo anni di perdite, la società ha ottenuto un guadagno di 2.964 euro. Questo risultato è conforme agli obiettivi del Piano Industriale 2019-2023, che gli azionisti hanno esaminato durante l'Assemblea Straordinaria del 21 gennaio 2019. Inoltre, la società di revisione Audirevi, nella sua relazione sul bilancio del 2019, ha notato che la società Lamezia Europa SpA ha intrapreso diverse attività e interventi. Queste azioni dovrebbero aiutare la società a ristabilire la propria stabilità finanziaria a partire dal 2020 e a garantire la continuità dell'azienda."
"Al riguardo la ""Audirevi"" ha richiamato l'attenzione sul seguente aspetto commentato dagli amministratori nella Relazione sulla Gestione ""Lo squilibrio economico-finanziario che ne è rivenuto è, comunque, legato a più fattori:",07108e7d68b7e897ed6a800be9802105,25,"L'azienda ""Audirevi"" ha sottolineato un punto importante discusso dagli amministratori nella Relazione sulla Gestione. Hanno evidenziato che lo squilibrio economico-finanziario è causato da diversi fattori:"
"in primis, un risultato fortemente legato alla crisi pandemica che nel 2020 ha investito il nostro Paese ed ha determinato e continuerà a determinare anche per il 2021 conseguenze e ricadute molto negative sull'economia nazionale;",07108e7d68b7e897ed6a800be9802105,26,"In primo luogo, la crisi causata dalla pandemia nel 2020 ha avuto e continuerà ad avere nel 2021 gravi effetti negativi sull'economia del nostro Paese."
"il residuo debito di €. 2,4 milioni verso Ubi Banca per il mutuo fondiario stipulato a dicembre 2005 occorre che venga rimodulato e ulteriori privilegiati riguardano l'Erario, per i quali sono, anche, in corso delle rateazioni.",07108e7d68b7e897ed6a800be9802105,27,"Dobbiamo rinegoziare il debito di 2,4 milioni di euro che abbiamo con Ubi Banca per il mutuo fondiario fatto a dicembre 2005. Inoltre, ci sono dei pagamenti rateali in corso per altri debiti che abbiamo con l'Erario."
"Si aggiunge il ritardo, a causa della pandemia, si è detto, nei percorsi di maturazione, nei tempi previsti, dei principali progetti portati avanti dalla società (Green Economy, Waterfront e Porto Turistico, Progetto centro servizi, Progetto AgriExpo).",07108e7d68b7e897ed6a800be9802105,28,"A causa della pandemia, i principali progetti della società, come Green Economy, Waterfront e Porto Turistico, Progetto centro servizi e Progetto AgriExpo, hanno subito dei ritardi nei loro tempi di realizzazione."
"In considerazione di quanto rappresentato, gli amministratori, nella consapevolezza di aver descritto adeguatamente gli eventi e le circostanze principali che possono far sorgere dubbi sulla capacità dell'azienda di continuare ad operare come un'entità in funzionamento, nonché i piani ad oggi ancora non verificatisi per far fronte a tali eventi e circostanze, hanno ritenuto di seguitare ad adottare il presupposto della continuità aziendale nell'elaborazione del presente bilancio in relazione all'attesa capacità dell'impresa di continuare ad operare come un'entità in funzionamento entro i 12 mesi successivi alla data di riferimento del bilancio tenuto conto in particolare:",07108e7d68b7e897ed6a800be9802105,29,"Gli amministratori, dopo aver descritto in modo adeguato gli eventi e le situazioni che potrebbero mettere in dubbio la capacità dell'azienda di continuare a operare, e considerando i piani futuri per affrontare queste situazioni, hanno deciso di utilizzare il principio della continuità aziendale per preparare il bilancio. Questo significa che si aspettano che l'azienda possa continuare a funzionare per almeno i prossimi 12 mesi dalla data del bilancio."
"Dell'attuazione del progetto legato alla green economy della società anglo-tedesca Aura Power, che prevede un investimento complessivo di 15 milioni di euro, e che potrà determinare, tra ottobre e novembre 2021, la vendita di un macrolotto di 20 ettari circa con un introito cash all'atto del rogito notarile per la società di circa 2.400.000,00 euro. Come già evidenziato in precedenza il progetto, a seguito della presentazione ad aprile 2021 della documentazione tecnica, è attualmente in fase di istruttoria da parte del Dipartimento Ambiente della Regione Calabria attraverso la procedura del PAUR ""Provvedimento Autorizzatorio Unico Regionale"" che sarà conclusa entro 120 giorni dalla presentazione di tutta la documentazione prevista. Considerato che il lotto in cui insiste il progetto è già destinato a livello urbanistico alla realizzazione di impianti per la produzione di energia da fonti rinnovabili, il nullaosta tecnico per l'immissione in rete attraverso una linea già esistente nell'area da parte di Enel e che la potenza dei due impianti previsti non supera i 15 megawatt, il Consiglio di Amministrazione ritiene che non ci sono elementi ostativi all'attuazione del progetto.",07108e7d68b7e897ed6a800be9802105,30,"La società anglo-tedesca Aura Power sta realizzando un progetto nel settore della green economy. Questo progetto prevede un investimento totale di 15 milioni di euro. Tra ottobre e novembre 2021, la società prevede di vendere un'area di circa 20 ettari. Dalla vendita, la società guadagnerà circa 2.400.000 euro al momento della firma del contratto notarile.

Il progetto è stato presentato ad aprile 2021 con tutta la documentazione tecnica necessaria. Attualmente, il Dipartimento Ambiente della Regione Calabria sta esaminando il progetto. Questa verifica è parte della procedura del PAUR, il Provvedimento Autorizzatorio Unico Regionale, che dovrebbe concludersi entro 120 giorni dalla presentazione completa della documentazione.

L'area del progetto è già destinata, secondo i piani urbanistici, alla costruzione di impianti per produrre energia da fonti rinnovabili. È già stato approvato tecnicamente il collegamento degli impianti alla rete elettrica esistente, gestita da Enel. La potenza totale degli impianti non supererà i 15 megawatt.

Il Consiglio di Amministrazione ritiene che non ci siano ostacoli alla realizzazione del progetto."
"Dell'attuazione del progetto waterfront e Porto Turistico promosso da Coipa International che, definita la procedura di evidenza pubblica, determinerà la concretizzazione degli impegni finanziari a favore della società contenuti nel MOI rivisto e sottoscritto nel dicembre 2020. In particolare si evidenzia che in data 5 maggio 2021 Coipa International, in una nota trasmessa alla società, ha confermato l'impegno a sottoscrivere, attraverso la NEWCO Coipa Italia Spa in fase di costituzione, azioni della Lameziaeuropa spa fino ad un controvalore pari a 1.500.000,00 euro.",07108e7d68b7e897ed6a800be9802105,31,"Il progetto del waterfront e del Porto Turistico, promosso da Coipa International, andrà avanti dopo aver completato la procedura di gara pubblica. Questo progetto prevede investimenti finanziari per la società, come stabilito nel Memorandum of Understanding (MOI) aggiornato e firmato nel dicembre 2020. In particolare, il 5 maggio 2021, Coipa International ha inviato una comunicazione alla società confermando che, tramite la nuova società Coipa Italia Spa, che è in fase di costituzione, acquisterà azioni di Lameziaeuropa spa per un valore fino a 1.500.000 euro."
"Della prosecuzione delle attività di vendita dei lotti della società, i cui preliminari sono già stati stipulati nel corso del 2020 e che avranno attuazione nel 2021. In particolare nei primi quattro mesi del 2021 si è proceduto nell'area ex Sir con la stipula del rogito (26.02.2021) con la società Dinamica srl valore operazione 45.000 euro oltre iva e nell'area Pip Rotoli con la stipula del rogito (10.02.2021) con Giancarlo Pulice valore operazione 44.000 euro oltre iva. Inoltre entro il 15 giugno 2021 si procederà con la stipula di ulteriori due rogiti per lotti nell'area ex Sir rispettivamente con la società Pironaggi valore operazione 50.000 euro oltre iva e con la società Costa Group valore operazione 55.000 euro oltre iva e di un ulteriore lotto nell'area Pip Rotoli con la società Vimer Sud valore operazione 66.000 euro oltre iva.",07108e7d68b7e897ed6a800be9802105,32,"La società ha iniziato a vendere alcuni lotti nel 2020 e continuerà nel 2021. Nei primi quattro mesi del 2021, abbiamo già venduto due lotti. Il primo, nell'area ex Sir, è stato venduto alla società Dinamica srl il 26 febbraio 2021 per 45.000 euro più IVA. Il secondo, nell'area Pip Rotoli, è stato venduto a Giancarlo Pulice il 10 febbraio 2021 per 44.000 euro più IVA.

Entro il 15 giugno 2021, venderemo altri tre lotti. Due di questi sono nell'area ex Sir: il primo alla società Pironaggi per 50.000 euro più IVA e il secondo alla società Costa Group per 55.000 euro più IVA. Il terzo lotto, nell'area Pip Rotoli, sarà venduto alla società Vimer Sud per 66.000 euro più IVA."
"Le esistenti concrete avviate operazioni di ingressi di finanza hanno condotto a tracciare un percorso di sicura realizzabilità. Si ritiene, pertanto, che sussista la ragionevole aspettativa acché la Società, entro il 31 dicembre 2021, possa disporre di adeguate risorse finanziarie atte a pervenire alla chiusura del mutuo in essere con IntesaSanpaolo già Ubibanca, al ripianamento delle passività pregresse ed all'esercizio delle correnti attività gestionali, volte, con determinazione, al perseguimento di tutti gli obbiettivi programmati"".",07108e7d68b7e897ed6a800be9802105,33,"Le operazioni finanziarie già iniziate hanno creato un percorso sicuro e realizzabile. Quindi, si prevede che entro il 31 dicembre 2021, la Società avrà le risorse finanziarie necessarie per chiudere il mutuo con IntesaSanpaolo (precedentemente Ubibanca), coprire i debiti passati e gestire le attività correnti. Questo aiuterà la Società a raggiungere con determinazione tutti gli obiettivi fissati."
"Nel corso dell'esercizio chiuso al 31 dicembre 2021 la società ha subito una perdita di Euro 191.199; tale risultato economico negativo ha ridotto il Patrimonio a 2,2 milioni di euro rispetto ai 2,4 milioni di Euro dell'esercizio precedente.",07108e7d68b7e897ed6a800be9802105,34,"Nel 2021, la società ha avuto una perdita di 191.199 euro. Questa perdita ha diminuito il patrimonio della società da 2,4 milioni di euro a 2,2 milioni di euro rispetto all'anno precedente."
