doc_id,entity,document_type,document_topic,region,document_title,document_publishing_date,root_uri,document_uri,filename,document_download_date
99bdc9fdd8097f067f77cb220074b1b5,Regione Basilicata,planning_acts,healthcare,basilicata,Piano Operativo Territoriale 2022,2022-12-30,http://opservice.regione.basilicata.it/opendata/home.jsp?tile=ATTI.delibereDigitali.jsp&numAtto=948&oggetto=&year=2022,http://opservice.regione.basilicata.it/opendata-cma/ServletDocumentAtti?idAllegato=795801337B5A03367D510A&idDocumento=795801337B5900387A5E,PIANOOPERATIVOTERRITORIALEAISENSIDELD.M.77_22.pdf,2023-07-05
2baad4b75f13d16aefa43f798becd8d9,Comune di Grassano (MT),public_holdings_rationalization,public_services,basilicata,Revisione periodica partecipazioni,2022-12-29,http://www.halleyweb.com/grassano/zf/index.php/trasparenza/index/index/categoria/215,http://www.halleyweb.com/grassano/zf/index.php/trasparenza/index/visualizza-documento-generico/categoria/215/documento/844,Allegato B.PDF,2023-07-08
6fd637aef58163b5baaab03f092b6eab,Comune di Pisticci (MT),public_holdings_rationalization,public_services,basilicata,Schede di rilevazione per la relazione sull'attuazione del piano di razionalizzazione delle partecipazioni,2020-12-29,https://www.comunedipisticci.it/index.php/l-amministrazione/amministrazione-trasparente/documentazione-da-giugno-2019/category/1353-anno-2019.html,https://www.comunedipisticci.it/index.php/l-amministrazione/amministrazione-trasparente/documentazione-da-giugno-2019/category/1353-anno-2019.html?download=1617:allegato-a-scheda-di-rilevazione,Allegato A_ - Scheda_Relazione_Attuazione razionalizzazione.pdf,2023-07-08
8d7cd49ec17751d9e98f7fb3ee70f754,Regione Basilicata,public_holdings_rationalization,public_services,basilicata,Revisione periodica delle società partecipate della Regione Basilicata,2022-12-30,https://www.regione.basilicata.it/giunta/site/giunta/department.jsp?dep=100435&area=3082766&level=0,https://www.regione.basilicata.it/giuntacma//files/docs/DOCUMENT_FILE_3087640.pdf,DOCUMENT_FILE_3087640.pdf,2023-07-08
de6456689465c34a96c41296559155c6,Comune di Pignola (PZ),public_holdings_rationalization,public_services,basilicata,Ricognizione periodica delle partecipazioni pubbliche,2021-12-22,http://www.comune.pignola.pz.it/pignola/zf/index.php/trasparenza/index/index/categoria/103,http://www.comune.pignola.pz.it/pignola/zf/index.php/trasparenza/index/visualizza-documento-generico/categoria/103/documento/1387,Ricognizione periodica partecipazioni pubbliche_anno 2020.pdf,2023-07-08
f367e0027ea593308875913e1e8547c1,Comune di Lauria (PZ),public_holdings_rationalization,public_services,basilicata,RICOGNIZIONE ORDINARIA DELLE PARTECIPAZIONI SOCIETARIE,2021-12-29,https://www.comune.lauria.pz.it/amm-trasparente/societa-partecipate-anno-2021/,https://www.comune.lauria.pz.it/wp-content/uploads/2022/05/DELIBERAZIONE-C.C.-n.77-del-29.12.2022-RICOGNIZIONE-ORDINARIA-DELLE-PARTECIPAZIONI-SOCIETARIE-DETENUTE-AL-31.12.2021-DAL-COMUNE-DI-LAURIA-AI-SENSI-DELLART.-20-COMMA-1-DEL-D.LGS.-N.175-2016.pdf,DELIBERAZIONE-C.C.-n.77-del-29.12.2022-RICOGNIZIONE-ORDINARIA-DELLE-PARTECIPAZIONI-SOCIETARIE-DETENUTE-AL-31.12.2021-DAL-COMUNE-DI-LAURIA-AI-SENSI-DELLART.-20-COMMA-1-DEL-D.LGS.-N.175-2016.pdf,2023-07-08
074a6fbaeed782461b1c63e48c750259,Comune di Potenza (PZ),service_charter,public_services,basilicata,Carta dei Servizi del Corpo di Polizia Locale e della Protezione Civile,2014-07-21,https://www.comune.potenza.it/?p=9611,https://www.comune.potenza.it/attachments/article/10389/cartadeiservizi.pdf,cartadeiservizi.pdf,2023-07-08
6a5b983c92a80fe2fb72f863f8229dc1,Comune di Matera (MT),service_charter,public_services,basilicata,Carta della Mobilita,2022-02-12,https://servizionline.comune.mt.it/kweb/at/matera/5094-carta-dei-servizi-e-standard-di-qualita,https://servizionline.comune.mt.it/kweb/edoc/1003/62d90c9253d4da0001be05d4,Carta-della-Mobilita-2021__3_.pdf,2023-07-08
9505701ca5370bb3f3e83d38bdd10369,Comune di Missanello (PZ),service_charter,public_services,basilicata,CARTA DELLA QUALITA’ DEL SERVIZIO IDRICO INTEGRATO,2015-12-31,https://missanello.apcad.it/trasparenza/carta-dei-servizi-e-standard-di-qualita/,https://missanello.apcad.it/files/2015/07/cartaqualit%C3%A0SI.pdf,cartaqualitàSI.pdf,2023-07-08
eddcf692d53988aa0cb265d82fba3dda,Comune di Lavello (PZ),service_charter,public_services,basilicata,Carta dei Servizi Sociali,2018-04-10,http://halleyweb.com/c076043/zf/index.php/trasparenza/index/index/categoria/126,http://halleyweb.com/c076043/zf/index.php/trasparenza/index/visualizza-documento-generico/categoria/126/documento/1149,carta dei servizi sociali  pdf.pdf,2023-07-08
c73f131688c0f727ca0424ebdc38cf42,Comune di Catanzaro (CZ),service_charter,garbage,calabria,Carta della qualità del servizio - Comune di Catanzaro,2023-03-27,https://www.comune.catanzaro.it/amm-trasparente/servizi-erogati/carta-dei-servizi-e-standard-di-qualita/,https://www.comune.catanzaro.it/files/amministrazione%20trasparente/Disposizioni%20generali/Atti%20generali/Regolamenti/igiene/Carta%20della%20qualita%20del%20servizio%20ambientale.pdf,Carta della qualita del servizio ambientale.pdf,2023-07-08
d59699a3bdb772fa0f95a52f333f5e41,Comune di Cotronei (KR),service_charter,garbage,calabria,Carta della Qualità del Servizio - Comune di Cotronei,2023-01-01,https://www.trasparenzatari.it/trasparenzatari/?COMUNE=D123,https://www.trasparenzatari.it/trasparenzatari/ajax.php?P1X=QXJtTG1MdE01cmxta1ZWSHA2S0pvNXNVdENBZEJXNHlpc3c5TkJXaE9PcWM1U25vUGxzUGlYWWk2OWxYWlphUzJXdmY1Qi9OSGF1bU9FQVlrOHJoZllVbzRadVVOY3hTeXFxTEM0S21WV2RkOWpwaXc1bmlmUmhSOXlhRk5xMmk=,Carta+Servizio+Tari+2023.pdf,2023-07-08
ec2b624e99c5355de90427191da8c94a,Comune di Vibo Valenzia (VV),service_charter,garbage,calabria,Carta della qualità dei servizi - Servizio integrato di igiene urbana della città di Vibo Valenzia,2020-07-09,http://smart.comune.vibovalentia.vv.it/trasparenza-rifiuti,http://smart.comune.vibovalentia.vv.it/sites/default/files/carta_servizi_vibo_valentia_1.pdf,carta_servizi_vibo_valentia_1.pdf,2023-07-08
ee9bcb4db12aa621d107282b13cfe64a,Ecoross - Corigliano Rossano (CS),service_charter,garbage,calabria,CARTA DEI SERVIZI DI IGIENE AMBIENTALE,2020-06-03,https://ecoross.it/,https://www.ecoross.it/documenti/CARTA_DEI_SERVIZI.pdf,CARTA_DEI_SERVIZI.pdf,2023-07-08
f9c3d57e019a9e35580ba793fa54215e,Comune di Rende (CS),service_charter,garbage,calabria,Carta dei Servizi - Comune di Rende,2021-11-02,https://www.comune.rende.cs.it/trasparenza-nel-servizio-di-gestione-dei-rifiuti-arera/,https://www.comune.rende.cs.it/files/arera/carta-dei-servizi.pdf,carta-dei-servizi.pdf,2023-07-08
128e91c35cfd3c1e219797f41815d573,Dipartimento Ambiente e Territorio,tender,garbage,calabria,"Procedura aperta sopra soglia comunitaria nel rispetto delle previsioni di cui agli artt. 35, 59 e  60 del D. Lgs. N. 50/2016 per le motivazioni di cui al Decreto a contrarre n 6153 del  08.06.2020 per l'affidamento del servizio di  ""Prelievo, trasporto e trattamento del rifiuto -  classificato con C.E.R. 19.07.03 – liquido prodotto nella discarica privata ex Tec Veolia  nonché di quello rinvenibile nella discarica comunale, entrambe site in località Marrella nel  Comune di Gioia Tauro (RC), da conferire presso impianti autorizzati"" con il criterio del minor  prezzo ai sensi dell'art. 95 c.4 del D.Lgs 50/16 .CIG 83172289AA",2020-06-15,https://regione.calabria.it/website/portaltemplates/view/view_bando.cfm?3331,https://regione.calabria.it/website/portalmedia/bandi/2020-06/Bando GUUE.pdf,Bando GUUE.pdf,2023-07-08
8d927e8ac8cce304ca766ed264f423cc,Dipartimento Territorio e Tutela dell Ambiente,tender,garbage,calabria,"RDO Negoziata sul MEPA con invito a n. 10 operatori per AFFIDAMENTO DEL  SERVIZIO DI DISIDRATAZIONE (MEDIANTE CENTRIFUGA MOBILE PRESSO  L'IMPIANTO DI DEPURAZIONE) MOVIMENTAZIONE, RITIRO, CARICO, TRASPORTO  E SMALTIMENTO FANGHI BIOLOGICI DI DEPURAZIONE E RIFIUTI PALABILI  PRODOTTI DA IMPIANTI DI DEPURAZIONE IN ESERCIZIO NEL COMUNE DI TROPEA  (VV) - CUP: J11D22000310001 - CIG: 921263286C - MEDIANTE PROCEDURA  NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO DI GARA AI SENSI  DELL'ART. 63 COMMA 2 LETT. C) DEL D.LGS N. 50/2016 E CON  PPLICAZIONE DEL  CRITERIO DEL MINOR PREZZO DI CUI ALL'ART. 95 CO.4 LETT. B)",2022-05-03,https://regione.calabria.it/website/portaltemplates/view/view_bando.cfm?3969,https://regione.calabria.it/website/portalmedia/bandi/2022-05/Disciplinare-di-gara-procedure-negoziate-senza-bando(1).pdf,Disciplinare-di-gara-procedure-negoziate-senza-bando(1).pdf,2023-07-08
9417e3babeaa5205df7a5fe73ed9f8b5,Regione Calabria - Dipartimento Ambiente e Territorio,tender,garbage,calabria,"ACCORDO QUADRO EX ART. 54 D.LGS. 50/2016 PER L'AFFIDAMENTO DEL SERVIZIO DI TRASPORTO E RECUPERO E/O SMALTIMENTO IN IMPIANTI EXTRAREGIONALI MUNITI DI AIA, DEI RIFIUTI CER 19.05.03 E CER 19.12.12 PRODOTTI DALL'IMPIANTO DI RENDE C.DA LECCO A SERVIZIO DELL'AMBITO TERRITORIALE OTTIMALE DI COSENZA (ATO 1) E DALL'IMPIANTO DI REGGIO CALABRIA LOC. SAMBATELLO A SERVIZIO DELL'AMBITO TERRITORIALE OTTIMALE DI REGGIO CALABRIA (ATO 5 RC) - Gara n. 7263940 CIG: 77055683DF (Lotto I) CIG: 770561282D (Lotto II) CIG: 7705621F98 (Lotto III) CIG: 7705629635 (Lotto IV)",2018-12-18,https://regione.calabria.it/website/portaltemplates/view/view_bando.cfm?2485,https://regione.calabria.it/website/portalmedia/bandi/2018-12/8 - bando GUUE.pdf,8 - bando GUUE.pdf,2023-07-08
c60dc3ea251e192e3a8aa941010b69cd,"Dipartimento Ambiente e Territorio - Settore n. 8  ""Rifiuti""",tender,garbage,calabria,"Gara mediante procedura aperta  sopra soglia comunitaria nel rispetto delle previsioni di cui agli artt. 35, 59 e 60 del D. Lgs. N. 50/2016 indetta con DDG n  12348 del 08.11.2017 Criterio di aggiudicazione con l'offerta economicamente più vantaggiosa ai sensi dell'art.95 comma 2 del D. lgs. n. 50/2016.""Affidamento del servizio di prelievo, trasporto e trattamento  del rifiuto liquido - classificato con C.E.R. 19.07.03 –  prodotto nella discarica privata ex Tec Veolia nonché di quello rinvenibile nella discarica comunale, entrambe site in località Marrella nel Comune di Gioia Tauro (RC), da conferire presso impianti autorizzati"". CIG: 72714996CC",2017-11-10,https://regione.calabria.it/website/portaltemplates/view/view_bando.cfm?1687,https://regione.calabria.it/website/portalmedia/bandi/2017-11/Bando GUUE.pdf,Bando GUUE.pdf,2023-07-08
c935e52fc58c1736785aff8729e5c196,Regione Calabria Dipartimento Ambiente Settore Rifiuti,tender,garbage,calabria,APPALTO PER L’AFFIDAMENTO DEI “LAVORI DI COPERTURA PROVVISORIA DELLA DISCARICA PER RIFIUTI NON PERICOLOSI UBICATA IN LOCALITÀ ALLI SUL TERRITORIO COMUNALE DI CATANZARO” TRAMITE PROCEDURA APERTA AI SENSI DELL’ART. 59 E 60 DEL D. LGS. N. 50/2016 CON AGGIUDICAZIONE DELL'APPALTO AL CRITERIO DEL MINOR PREZZO A NORMA DELL’ART. 36 CO. 9BIS DEL D. LGS. N. 50/2016.   CUP J69G16001180001 - CIG 7934062316 Gara n. 7457440,2019-07-23,https://regione.calabria.it/website/portaltemplates/view/view_bando.cfm?2922,https://regione.calabria.it/website/portalmedia/bandi/2019-07/2019-OJS139-341445-it-ts2.pdf,2019-OJS139-341445-it-ts2.pdf,2023-07-08
e96f7061cadf2b49c8feb8a44c770600,Regione Calabria - Dipartimento Ambiente e Territorio,tender,garbage,calabria,"Appalto per l'affidamento del servizio di trasporto e smaltimento e/o recupero in impianti extraregionali muniti di AIA, dei rifiuti CER 19.05.03 e 19.12.12 prodotti dall'impianto di Reggio Calabria, loc. Sambatello e provenienti dai comuni ricadenti nell'ambito territoriale ottimale di Reggio Calabria (ATO 5 RC). CIG 7572924E91",2018-09-19,https://regione.calabria.it/website/portaltemplates/view/view_bando.cfm?2290,https://regione.calabria.it/website/portalmedia/bandi/2018-09/6 - Bando di gara FINALE.pdf,6 - Bando di gara FINALE.pdf,2023-07-08
1a7e52b02aff23418abb4795d749c8be,Regione Calabria,accreditation,healthcare,calabria,Manuale per l’accreditamento istituzionale delle strutture che erogano prestazioni specialistiche in regime ambulatoriale,2019-10-23,https://www.regione.calabria.it/website/portaltemplates/view/view.cfm?15487&15487,https://www.regione.calabria.it/website/portalmedia/2019-10/allegato_10_-_manuale_di_accreditamento_per_le_strutture_ambulatroriali_2(1)(1).pdf,allegato_10_-_manuale_di_accreditamento_per_le_strutture_ambulatroriali_2(1)(1).pdf,2023-07-05
be43dc34196263dc0cf80c9bbf34f62b,Regione Calabria,accreditation,healthcare,calabria,Manuale per l’accreditamento istituzionale delle strutture ospedaliere,2019-10-23,https://www.regione.calabria.it/website/portaltemplates/view/view.cfm?15487&15487,https://www.regione.calabria.it/website/portalmedia/2019-10/allegato_13_-_manuale_di_accreditamento_per_le_sturtture_ospedaliere(1)(1).pdf,allegato_13_-_manuale_di_accreditamento_per_le_sturtture_ospedaliere(1)(1).pdf,2023-07-05
cbc2b55f66da57eca8a076f4242f95bb,Regione Calabria,accreditation,healthcare,calabria,Manuale per l’accreditamento istituzionale delle strutture di assistenza territoriale extraospedaliera,2019-10-23,https://www.regione.calabria.it/website/portaltemplates/view/view.cfm?15487&15487,https://www.regione.calabria.it/website/portalmedia/2019-10/allegato_12_-_manuale_di_accreditamento_per_le_strutture_extraospedaliere_territoriali(2)(1).pdf,allegato_12_-_manuale_di_accreditamento_per_le_strutture_extraospedaliere_territoriali(2)(1).pdf,2023-07-05
ef79b4f7dd15d436feb1963dfff5eeaf,Regione Calabria,accreditation,healthcare,calabria,Manuale per l’accreditamento istituzionale delle strutture di medicina di laboratorio,2019-10-23,https://www.regione.calabria.it/website/portaltemplates/view/view.cfm?15487&15487,https://www.regione.calabria.it/website/portalmedia/2019-10/allegato_11_-_manuale_di_accreditamento_per_le_strutture_di_laboratorio(1).pdf,allegato_11_-_manuale_di_accreditamento_per_le_strutture_di_laboratorio(1).pdf,2023-07-05
898a04d810ac391b42ddc8d93805c8c6,Regione Calabria,planning_acts,healthcare,calabria,Programma Operativo 2022-2025,2022-11-01,https://www.regione.calabria.it/website/portaltemplates/view/view_provvedimenti.cfm?72572,https://www.regione.calabria.it/website/portalmedia/decreti/2022-11/Programma-Operativo-2022-2025.pdf,Programma-Operativo-2022-2025.pdf,2023-07-05
07108e7d68b7e897ed6a800be9802105,Provincia di Catanzaro (CZ),public_holdings_rationalization,public_services,calabria,Razionalizzazione periodica delle partecipazioni,2022-12-22,http://hosting.soluzionipa.it/apcatanzaro/trasparenza/pagina.php?id=37&CSRF=a62f0f066525a807cba65eca217d67e6,http://hosting.soluzionipa.it/apcatanzaro/data/Enti%20Controllati/Societ%C3%A0%20Partecipate/Dati%20Societ%C3%A0%20Partecipate/relazione%20Partecipate%202022.pdf,relazione Partecipate 2022.pdf,2023-07-08
16009dc62a690d490e88dbd5042484ed,Comune di Vibo Valentia (VV),public_holdings_rationalization,public_services,calabria,Ricognizione periodica delle partecipazioni pubbliche,2023-01-04,http://trasparenzamileto.asmenet.it/index.php?action=index&p=324,http://trasparenzamileto.asmenet.it/index.php?action=index&p=324&event=vediallegato&id=1128&seq=fileupload_1&allegato=fileupload&bid=603,Allegato_A_RELAZIONE_PARTECIPATE.pdf,2023-07-08
92f810e5aab710916f6d1bbfb6b7513c,Regione Calabria,public_holdings_rationalization,public_services,calabria,Piano di razionalizzazione periodica delle partecipazioni societarie regionali dirette ed indirette,2020-12-22,https://www.regione.calabria.it/website/portaltemplates/view/view_provvedimenti.cfm?43974,https://www.regione.calabria.it/website/portalmedia/decreti/2020-12/Allegato-alla-DGR-489-del-22.12.2020.pdf,Allegato-alla-DGR-489-del-22.12.2020.pdf,2023-07-08
933b44b2d463aa6e0eb5a2071fc8a7f2,Provincia di Crotone (KR),public_holdings_rationalization,public_services,calabria,Piano operativo di razionalizzazione delle società e delle partecipazioni societarie direttamente o indirettamente,2022-05-26,https://provinciacrotone.contrasparenza.it/trasparenza/contenuto/252/revisione-periodica-delle-partecipazioni-anno-2020-relazione-sullattuazione-del-piano-ai-sensi-dellart-20-c-4-dlgs-175-2016,https://provinciacrotone.contrasparenza.it/documenti/allegati/trasparenza/22/relazione-partecipate-allegato-a-dbcp-2021.pdf,relazione-partecipate-allegato-a-dbcp-2021.pdf,2023-07-08
9a677e9d4eb200cc327298e16fb92d1d,Comune di Reggio Calabria (RC),public_holdings_rationalization,public_services,calabria,RICOGNIZIONE PERIODICA DELLE PARTECIPAZIONI PUBBLICHE,2021-12-31,https://trasparenza.reggiocal.it/trasparenza/#/amministrazione-trasparente/7_73_societ%C3%A0-partecipate,delibera_C.C._n._77_del_31-12-2021_approvazione_ricognizione_periodica_-_al_31_12_2020_e_relazione.pdf,delibera_C.C._n._77_del_31-12-2021_approvazione_ricognizione_periodica_-_al_31_12_2020_e_relazione.pdf,2023-07-08
1f89f0d9db523313a086002f3320e46a,Comune di Acri (CS),service_charter,public_services,calabria,CARTA DEL SERVIZIO IDRICO INTEGRATO,2020-06-11,http://acri.soluzionipa.it/openweb/trasparenza/pagina.php?id=61&CSRF=1e56af97135672974e0f9178afd6387a,http://acri.soluzionipa.it/openweb/data/CARTA%20DEI%20SERVIZI/CARTA%20DEL%20SERVIZIO%20IDRICO%20INTEGRATO.pdf,CARTA DEL SERVIZIO IDRICO INTEGRATO.pdf,2023-07-08
52d05e09d8dac19f92111bda1ab04fdf,Comune di Catanzaro (CZ),service_charter,public_services,calabria,Carta servizi Polizia Locale,2023-06-19,https://www.comune.catanzaro.it/amm-trasparente/servizi-erogati/carta-dei-servizi-e-standard-di-qualita/,https://www.comune.catanzaro.it/files/amministrazione%20trasparente/Servizi%20erogati/Carta%20Servizi/2023/Carta%20dei%20servizi%20_%20Aggiornamento%2019-06-2023.pdf,Carta dei servizi _ Aggiornamento 19-06-2023.pdf,2023-07-08
dc0927d319b74b47f11d440c93fdfc1a,Comune di Reggio Calabria (RC),service_charter,public_services,calabria,Carta dei Servizi Sociali,2018-05-14,https://www.reggiocal.it/documenti/details/2895,http://webold.comune.reggio-calabria.it/contents-multi/instance1/files/document/119734GUIDA_SERVIZISOC.pdf,119734GUIDA_SERVIZISOC.pdf,2023-07-08
ee03fedc20400ec1eec05881687b8703,ATAM (RC),service_charter,public_services,calabria,Carta dei Servizi 2020,2020-01-01,http://www.atam.rc.it/html/azienda_carta-servizi.html,http://www.atam.rc.it/documenti_pdf/azienda_cartaservizi.pdf,azienda_cartaservizi.pdf,2023-07-08
0821d303944c7a03a4fb406582f62c54,Comune di Benevento (BN),service_charter,garbage,campania,Carta dei Servizi - Comune di Benevento,2020-06-23,https://web.comune.benevento.it/zf/index.php/trasparenza/index/index/categoria/127,https://www.asiabenevento.it/AllegatiTrasparenza/CARTA_DEI_SERVIZI_2018%20_Revisione_1_2.pdf,CARTA_DEI_SERVIZI_2018 _Revisione_1_2.pdf,2023-06-14
52f50cc4c257fd5932e8b38b4fcb5eb2,Comune di Caserta (CE),service_charter,garbage,campania,Carta dei Servizi - Comune di Caserta,2022-01-01,https://www.trasparenzatari.it/trasparenzatari/?COMUNE=B963,https://www.trasparenzatari.it/trasparenzatari/ajax.php?P1X=QXJtTG1MdE01cmxta1ZWSHA2S0pvMGpZaWU0YmxyL0NVUGlvTW04OTNiREc1ZmtTKzJOUFJKcStrcVZMam8rNHc0WS9sNDVxbUc2MmoxZ0Z1M2tFckdGZTVseHptRVZhMk52TmhJQlNrdjc4NWpNRWw2NWxOOTRyT05PZ0FmdVJBUGJIbjhjQm01Z2xNYUJ1TDFEYnh3PT0=,carta dei servizi isvec caserta testo.pdf,2023-06-14
782d49670534393776474634e5829b9c,Comune di Napoli (NA),service_charter,garbage,campania,Carta dei Servizi - Comune di Napoli,2023-05-25,https://www.asianapoli.it/chi-siamo/carta-dei-servizi.html,https://www.asianapoli.it/download/a736d688bb87c7be6ca25408a554b9b64320d37e.pdf,CARTA_QUALITA__NAPOLI.pdf,2023-06-14
d042481c88a12008202ce44368544a47,Comune di Salerno (SA),service_charter,garbage,campania,Carta Dei Servizi E Standard Di Qualità Per La Gestione Dei Rifiuti - Comune di Salerno,2023-04-20,https://www.salernopulita.it/carta-dei-servizi/,https://www.salernopulita.it/images/doc/carta_servizi.pdf,carta_servizi.pdf,2023-06-14
e2b071efc5acb4e4abefca35c77719f6,Comune di Avellino (AV),service_charter,garbage,campania,Carta della Qualità dei Servizi Integrati di Raccolta dei Rifiuti della Città di Avellino,2017-06-01,https://serviziweb.comune.avellino.it/kweb/at/avellino/section-5094,https://serviziweb.comune.avellino.it/kweb/edoc/1003/62aaee4f4ade0a796cd5033d,Carta_dei_Servizi_-_Irpinia_Ambiente_S.p.A....pdf,2023-06-14
