original_text,document,paragraph_index,simplified_text
Snodo di tutta l'attività è rappresentato dalla Centrale Operativa che svolge un ruolo determinante nei rapporti con la cittadinanza essendo spesso il primo contatto diretto dei cittadini con la Polizia Municipale. Supporta costantemente l'attività del personale che effettua servizio sul territorio durante lo svolgimento degli interventi in risposta alle istanze della città. Nella stessa Area Centrale Operativa e Mobilità Pubblica operano il Reparto Tecnologie di Supporto che gestisce la parte relativa alle dotazioni strumentali in uso al Corpo come i misuratori di velocità e altri strumenti per il rilievo delle infrazioni al Codice della Strada e il Reparto Coordinamento Tramvia e Lavori Stradali che si interfaccia con gli uffici della Direzione Mobilità per le attività connesse ai cantieri stradali e ai lavori propedeutici alla realizzazione della nuova linea tramviaria ed è elemento di riferimento della Smart City Control Room in fase di realizzazione.,70da2ae575436d19518deae1ff2125b0,11,"Il fulcro di tutta l'attività è la Centrale Operativa, che ha un ruolo fondamentale nei rapporti con i cittadini poiché spesso rappresenta il primo punto di contatto della Polizia Municipale. La Centrale Operativa fornisce supporto costante al personale che opera sul territorio durante le varie attività in risposta alle richieste della città. All'interno della stessa Centrale Operativa e Mobilità Pubblica, ci sono due reparti: il Reparto Tecnologie di Supporto, responsabile della gestione degli strumenti utilizzati dal Corpo come i misuratori di velocità e altri strumenti per rilevare le infrazioni al Codice della Strada, e il Reparto Coordinamento Tramvia e Lavori Stradali, che collabora con gli uffici della Direzione Mobilità per le attività legate ai cantieri stradali e ai lavori preparatori per la nuova linea tramviaria. Questo reparto è anche un punto di riferimento per la Smart City Control Room in fase di realizzazione."
"In ambito interno al Corpo troviamo l'Area Supporto Direttivo che, attraverso i propri reparti, cura le attività interne al Comando e gli aspetti legati al funzionamento complessivo dell'organizzazione del Corpo come il Reparto Informatica che fornisce il supporto informatico a tutto il personale raccordandosi con la Direzione Sistemi Informativi e il Reparto Sicurezza Luoghi di Lavoro che ha la competenza sulla prevenzione degli infortuni e igiene sui luoghi di lavoro. Tramite il front-office è garantita la gestione del Corpo di Guardia al Palazzo Guadagni per la sorveglianza e gestione degli accessi agli edifici, ed inoltre, vengono mantenuti i rapporti con l'esterno anche per l'accesso agli atti - pratiche gestite dal Reparto Archivio Amministrativo e Accessi Documentali. Il Reparto Statistica e Amministrazione Trasparente si occupa della rilevazione ed elaborazione dei dati statistici sull'attività del Corpo, non solo e non tanto a scopo divulgativo, ma anche gestionale e strategico e collabora per il miglioramento degli standard qualitativi in relazione al Sistema di Gestione della Qualità.",70da2ae575436d19518deae1ff2125b0,12,"All'interno del Corpo ci sono diverse aree che si occupano di gestire le attività interne e il funzionamento complessivo dell'organizzazione. Ad esempio, c'è l'Area Supporto Direttivo che si occupa di coordinare le attività interne e il funzionamento generale del Corpo. All'interno di questa area, ci sono diversi reparti specializzati. Il Reparto Informatica fornisce supporto informatico a tutto il personale e collabora con la Direzione Sistemi Informativi. Il Reparto Sicurezza Luoghi di Lavoro si occupa della prevenzione degli infortuni e dell'igiene nei luoghi di lavoro.

Il front-office gestisce il Corpo di Guardia al Palazzo Guadagni per controllare gli accessi agli edifici e gestire la sorveglianza. Inoltre, si occupa delle pratiche di accesso agli atti, che sono gestite dal Reparto Archivio Amministrativo e Accessi Documentali.

Il Reparto Statistica e Amministrazione Trasparente si occupa di raccogliere ed elaborare i dati statistici sull'attività del Corpo. Questi dati non vengono utilizzati solo a fini divulgativi, ma anche per fini gestionali e strategici. Inoltre, collabora al miglioramento degli standard qualitativi legati al Sistema di Gestione della Qualità."
"L'Area Gestione del Personale e Coordinamento Servizi dispone l'impiego del personale nei servizi a carattere trasversale e di impatto generale attraverso il Reparto Coordinamento Servizi e Grandi Eventi; con il Reparto Gestione del Personale e Formazione interna cura l'aggiornamento e la crescita professionale degli appartenenti al Corpo e la gestione amministrativa del personale in linea con le direttive e nel rispetto delle indicazioni contrattuali, in stretta collaborazione con la Direzione Risorse Umane. Attraverso il Reparto Peg e Controllo di Gestione viene predisposta e gestita tutta l'attività istruttoria e di verifica degli stati di attuazione degli obiettivi della Direzione in relazione alle linee programmatiche dell'Ente.",70da2ae575436d19518deae1ff2125b0,13,"L'Area Gestione del Personale e Coordinamento Servizi organizza il lavoro del personale nei servizi trasversali e di impatto generale tramite due reparti principali. Il Reparto Coordinamento Servizi e Grandi Eventi si occupa di coordinare i servizi per eventi di grandi dimensioni. Il Reparto Gestione del Personale e Formazione interna si occupa dell'aggiornamento e dello sviluppo professionale dei membri del personale, nonché della gestione amministrativa del personale in conformità alle direttive e ai contratti, in stretta collaborazione con la Direzione Risorse Umane. Il Reparto Peg e Controllo di Gestione si occupa di pianificare e gestire l'attività di controllo e verifica dei progressi verso gli obiettivi della Direzione, in linea con le linee guida dell'Ente."
"Affianca il Comandante, il servizio di Supporto Giuridico Amministrativo per la gestione amministrativa, a cui fanno riferimento l'Area Sportello del Cittadino e l'Area Supporto Amministrativo Contabile. Quest'ultima si occupa della gestione della parte contabile amministrativa e dell'acquisto dei beni e servizi per tutta la Direzione. L'Area Sportello al Cittadino segue le procedure dei verbali ed il relativo contenzioso. L'implementazione tecnologica ha permesso di velocizzare le procedure ed erogare servizi nuovi ai cittadini, come la visualizzazione diretta delle immagini delle violazioni rilevate dagli strumenti di rilevazione di infrazioni, il pagamento on-line dei verbali ed altri servizi online. Fa parte dell'area il Reparto Rimozioni e Depositeria che gestisce l'attività relativa a fermi, sequestri, confische e rimozione dei veicoli.",70da2ae575436d19518deae1ff2125b0,14,"Il servizio di Supporto Giuridico Amministrativo, a cui fanno riferimento l'Area Sportello del Cittadino e l'Area Supporto Amministrativo Contabile, è affiancato dal Comandante. L'Area Supporto Amministrativo Contabile si occupa della gestione della parte contabile amministrativa e degli acquisti di beni e servizi per tutta la Direzione. L'Area Sportello al Cittadino segue le procedure dei verbali e il relativo contenzioso. Grazie all'implementazione tecnologica, le procedure sono state velocizzate e sono stati introdotti nuovi servizi per i cittadini, come la visualizzazione diretta delle immagini delle violazioni rilevate dagli strumenti di rilevazione di infrazioni, il pagamento online dei verbali e altri servizi digitali. All'interno di quest'area, il Reparto Rimozioni e Depositeria gestisce le attività legate a fermi, sequestri, confische e rimozione dei veicoli."
"Importanza trasversale è rivestita dalla Sezione Supporto Giuridico che cura lo studio e l'aggiornamento delle normative, fornendo assistenza normativa a tutto il personale in relazione all'intero panorama delle materie di competenza.",70da2ae575436d19518deae1ff2125b0,15,"La Sezione Supporto Giuridico ha un ruolo fondamentale poiché si occupa di studiare e aggiornare le leggi, fornendo assistenza legale a tutto il personale su una vasta gamma di argomenti."
"L'obiettivo generale di una città più vivibile e sicura è perseguito, in ordine alle competenze proprie della polizia locale, attraverso l'attivazione di un sistema di qualità dei servizi, che tenga conto delle esigenze dei cittadini e delle istanze dell'Amministrazione. La riorganizzazione e razionalizzazione delle procedure interne ed esterne, il riordino della documentazione e la completa informatizzazione della struttura anche mediante l'utilizzo di nuovi strumenti e programmi informatici garantiscono il mantenimento del Sistema di Qualità.",70da2ae575436d19518deae1ff2125b0,16,"Per rendere la città più vivibile e sicura, la polizia locale si impegna a migliorare la qualità dei servizi, considerando le necessità dei cittadini e le indicazioni dell'Amministrazione. Questo obiettivo viene raggiunto attraverso la riorganizzazione e semplificazione delle procedure interne ed esterne, la revisione della documentazione e l'implementazione di strumenti informatici innovativi. Queste azioni assicurano il mantenimento del Sistema di Qualità."
"L'organizzazione di una Polizia Municipale efficiente, risponde alla logica protesa al contatto sistematico e duraturo con il cittadino, a cui vengono offerti i servizi e con questo condivisi. La Carta dei Servizi del Corpo rappresenta la conclusione sintetica di un lungo lavoro di razionalizzazione delle attività, sedi, mezzi e risorse, e, a sua volta costituisce l'avvio di un nuovo modo di intendere i rapporti con la cittadinanza in un'ottica di miglioramento continuo dei servizi offerti.",70da2ae575436d19518deae1ff2125b0,17,"Una Polizia Municipale efficiente si basa su un costante contatto con i cittadini, offrendo loro servizi condivisi. La Carta dei Servizi del Corpo è il risultato di un lavoro di ottimizzazione delle attività, sedi, mezzi e risorse. Rappresenta anche l'inizio di un nuovo approccio ai rapporti con i cittadini, mirando al continuo miglioramento dei servizi offerti."
"Il Corpo, durante il periodo dell'emergenza sanitaria, ha reagito in maniera coordinata e flessibile alle nuove esigenze, adottando un nuovo modello organizzativo sia per quanto riguarda i servizi esterni che l'organizzazione interna senza trascurare l'esigenza di tutelare della salute degli operatori. Forte è stato l'impegno per l'attuazione delle disposizioni emanate con i controlli richiesti e resisi necessari a tutela della salute pubblica, anche collaborando con altre forze dell'ordine, effettuando servizi mirati alle verifiche per il corretto uso dell'utilizzo delle mascherine, il rispetto del distanziamento sociale e divieto di assembramento, la vigilanza del rispetto delle normative sugli spostamenti, le restrizioni alla mobilità e alle attività commerciali in relazione alle varie normative, la sorveglianza sulle aree verdi e il presidio delle strade cittadine, anche quelle deserte, per garantire la sicurezza. Importante anche l'attività svolta davanti alle scuole e alle fermate di tram e autobus con interventi di presidio per il rientro ordinato a scuola degli studenti.",70da2ae575436d19518deae1ff2125b0,18,"Durante l'emergenza sanitaria, il Corpo ha risposto in modo coordinato e flessibile alle nuove esigenze. Ha adottato un nuovo modello organizzativo per i servizi esterni e l'organizzazione interna, mantenendo la priorità di proteggere la salute degli operatori. Si è impegnato nell'applicare le disposizioni emesse, effettuando controlli necessari per la tutela della salute pubblica. Ha collaborato con altre forze dell'ordine e svolto servizi mirati per verificare l'uso corretto delle mascherine, il rispetto del distanziamento sociale, il divieto di assembramenti, il controllo degli spostamenti e delle attività commerciali in conformità alle normative vigenti. Ha sorvegliato le aree verdi e presidiato le strade cittadine, anche quelle meno frequentate, per garantire la sicurezza. Inoltre, ha svolto attività di presidio davanti alle scuole e alle fermate dei mezzi pubblici per agevolare il rientro ordinato degli studenti a scuola."
"La Direttiva, conosciuta come ""Direttiva Ciampi-Cassese"", enuncia i principi fondamentali ai quali deve essere uniformata l'erogazione dei pubblici servizi.",70da2ae575436d19518deae1ff2125b0,19,"La Direttiva ""Ciampi-Cassese"" stabilisce i principi fondamentali che devono essere seguiti per erogare i servizi pubblici in modo uniforme."
"Tutti i cittadini hanno lo stesso diritto all'erogazione del servizio pubblico ed è vietata qualunque discriminazione fondata sul sesso, razza, religione ed opinioni politiche. Deve essere assicurata inoltre l'erogazione del servizio pubblico ai soggetti portatori di handicap oltre che a soggetti dislocati nelle diverse aree geografiche di utenza.",70da2ae575436d19518deae1ff2125b0,20,"Tutti i cittadini hanno diritto al servizio pubblico senza discriminazioni basate su sesso, razza, religione o opinioni politiche. Il servizio pubblico deve essere garantito anche alle persone con disabilità e a coloro che vivono in diverse zone geografiche."
"Il servizio deve essere erogato con criteri di obiettività, giustizia ed imparzialità; pertanto le norme che regolano l'esercizio dell'attività del Corpo di Polizia Municipale sono applicate in ossequio ai criteri sopra enunciati.",70da2ae575436d19518deae1ff2125b0,21,"Il servizio deve essere fornito in modo obiettivo, giusto e imparziale. Le norme che regolano l'attività del Corpo di Polizia Municipale sono applicate seguendo questi criteri."
"Il servizio pubblico deve essere erogato con continuità, regolarità e senza interruzioni. Nel caso di funzionamento irregolare o di interruzione parziale, comunque disciplinati dalle leggi dello Stato, devono essere adottate tutte le misure volte ad arrecare alla collettività il minor disagio possibile.",70da2ae575436d19518deae1ff2125b0,22,"Il servizio pubblico deve essere sempre attivo, regolare e senza interruzioni. Se ci sono problemi o interruzioni parziali, previsti dalle leggi, si devono prendere tutte le misure necessarie per ridurre al minimo i disagi per i cittadini."
"Qualora consentito dalla legislazione vigente, il cittadino può scegliere fra diversi soggetti idonei ad erogare lo stesso servizio sul territorio. Il Corpo di Polizia Municipale ha lo scopo fondamentale di garantire la convivenza civile all'interno del Comune e la sicurezza dei cittadini, assicura l'erogazione del servizio con le stesse modalità presso tutte le sedi dislocate sul territorio.",70da2ae575436d19518deae1ff2125b0,23,"Se la legge lo permette, il cittadino può scegliere tra diversi enti che offrono lo stesso servizio nella zona. La Polizia Municipale ha il compito principale di mantenere l'ordine pubblico nel Comune e proteggere i cittadini. Garantisce che il servizio venga fornito nello stesso modo in tutte le sedi del territorio."
"La partecipazione del cittadino alla prestazione del servizio pubblico deve essere sempre garantita, sia per tutelare il diritto alla corretta erogazione del servizio, sia per favorire la collaborazione nei confronti dei soggetti erogatori. Il diritto di accesso è disciplinato dalla legge 7 agosto 1990, n. 241 e dalle successive modifiche e integrazioni. Il cittadino può formulare reclami, suggerimenti per il miglioramento del servizio, nonché produrre memorie o documenti. Il Corpo di Polizia Municipale assicura immediata risposta ai cittadini in merito a quesiti, proposte e reclami.",70da2ae575436d19518deae1ff2125b0,24,"I cittadini devono poter partecipare alla fornitura dei servizi pubblici per garantire che i servizi siano erogati correttamente e per favorire la collaborazione con chi li fornisce. Il diritto di accesso è regolato dalla legge 7 agosto 1990, n. 241 e dalle sue modifiche. I cittadini possono presentare reclami, suggerimenti per migliorare i servizi e fornire documenti. Il Corpo di Polizia Municipale risponde prontamente ai cittadini per quanto riguarda domande, proposte e reclami."
"Il Corpo di Polizia Municipale ha adottato un modello organizzativo finalizzato alla certificazione di qualità in conformità alla norma UNI EN ISO 9001.
Tra i fattori, che incidono sulla capacità di risposta ai bisogni del cittadino, sono stati individuati come fondamentali, i seguenti:
trasparenza del servizio reso, intesa, sia come conoscenza delle modalità operative adottate, sia come accessibilità alla documentazione, sia come possibilità di interazione; tempestività delle risposte, sia in termini di valutazione che in termini di risposta alle richieste del cittadino. A questo proposito, sono stati definiti gli standard temporali che ogni area del Corpo di Polizia Municipale intende rispettare, compatibilmente con le esigenze tecniche di fornire risposte a quesiti complessi; affidabilità dell'istituzione, intesa come fiducia che il cittadino può riporre nell'operato della Polizia Municipale e nella professionalità di tutti gli operatori della struttura; capacità di comunicare con il cittadino, ovvero la messa a disposizione di strumenti efficaci ed immediati di interazione con la collettività, sia attraverso la facile accessibilità al sito web, sia attraverso la cortesia degli operatori degli sportelli aperti al pubblico, sia attraverso progetti specifici con la collaborazione dei cittadini.",70da2ae575436d19518deae1ff2125b0,25,"Il Corpo di Polizia Municipale ha adottato un modello organizzativo per ottenere la certificazione di qualità secondo la norma UNI EN ISO 9001. Tra i fattori che influenzano la capacità di rispondere ai bisogni dei cittadini, sono stati identificati i seguenti punti chiave: 

- trasparenza del servizio offerto, intesa come chiarezza sulle modalità operative, accessibilità alla documentazione e possibilità di interazione;
- tempestività delle risposte, sia nella valutazione che nell'adempimento delle richieste dei cittadini, con standard temporali definiti per ciascuna area del Corpo di Polizia Municipale;
- affidabilità dell'istituzione, intesa come fiducia nel lavoro della Polizia Municipale e nella professionalità di tutti gli operatori;
- capacità di comunicare con i cittadini, attraverso strumenti di interazione efficaci e immediati, come il sito web e la cortesia degli operatori, nonché progetti collaborativi con i cittadini."
"La trasparenza che costituisce uno degli obiettivi permanenti del Corpo di Polizia Municipale, definisce e rende note le modalità operative adottate, i tempi, nonché i criteri che portano all'erogazione del servizio nel suo complesso, rivedendolo periodicamente in un'ottica di miglioramento continuo.",70da2ae575436d19518deae1ff2125b0,26,"Il Corpo di Polizia Municipale si impegna costantemente a essere trasparente, cioè a spiegare in modo chiaro e accessibile come svolge il proprio lavoro, quanto tempo impiega e quali criteri segue per offrire il servizio nel modo migliore. Questo viene fatto regolarmente per cercare di migliorare costantemente il servizio offerto."
"Seguendo le indicazioni del modello proposto dalla norma internazionale ISO 9001, la trasparenza ha evidenze di applicazione sia dal punto di vista organizzativo interno, consentendo di standardizzare e chiarire le procedure adottate, sia verso l'esterno rendendo accessibili gli atti e i documenti amministrativi.",70da2ae575436d19518deae1ff2125b0,27,"Secondo le regole dell'ISO 9001, la trasparenza si applica in due modi. Internamente, aiuta a standardizzare e chiarire le procedure organizzative. Esternamente, rende gli atti e i documenti amministrativi accessibili."
"In particolare, tutte le richieste di accesso alla documentazione amministrativa presentate ai sensi delle diverse discipline applicabili sono valutate dal Commissario titolare di Posizione Organizzativa dell'Area Supporto Direttivo, il quale, nel rispetto delle specifiche e distinte normative vigenti, assicura la soddisfazione del diritto a prendere visione dei documenti e dati richiesti e di ottenerne copia.",70da2ae575436d19518deae1ff2125b0,28,"Il Commissario titolare di Posizione Organizzativa dell'Area Supporto Direttivo valuta tutte le richieste di accesso ai documenti amministrativi presentate in base alle leggi vigenti. Egli garantisce il diritto di consultare i documenti e i dati richiesti e di ottenerne copia, nel rispetto delle normative in vigore."
"Nei casi normativamente previsti, il procedimento di accesso documentale (Legge 241/1990 e correlati) può avviarsi solo una volta constatato l'interesse qualificato per la tutela di situazioni giuridicamente rilevanti del richiedente. Per l'accesso civico generalizzato, vale quanto previsto dalla specifica disciplina di cui al Decreto legislativo 14 marzo 2013 n. 33 e successive modifiche. Conformemente alle normative vigenti, sono comunque previsti casi di esclusione del diritto di accesso ai documenti e dati della Polizia Municipale.",70da2ae575436d19518deae1ff2125b0,29,"Il procedimento di accesso ai documenti può iniziare solo se c'è un interesse qualificato a proteggere situazioni legalmente rilevanti del richiedente. Per l'accesso civico generalizzato valgono le regole del Decreto legislativo 33/2013 e successive modifiche. Ci sono casi in cui non si può accedere ai documenti e ai dati della Polizia Municipale, come previsto dalle leggi in vigore."
"Per accedere ai documenti, la richiesta di accesso, dovrà essere presentata a mezzo posta, e-mail o PEC oppure personalmente al Reparto Archivio Amministrativo e Accessi Documentali, tramite il Front office del Comando Piazzale di Porta al Prato n. 6, 50144 Firenze, indirizzo e-mail direz.pol.municipale@comune.fi.it, indirizzo PEC direz.pol.municipale@pec.comune.fi.it.",70da2ae575436d19518deae1ff2125b0,30,"Per accedere ai documenti, puoi inviare la richiesta tramite posta, e-mail o PEC oppure consegnarla di persona al Reparto Archivio Amministrativo e Accessi Documentali presso il Front office del Comando in Piazzale di Porta al Prato n. 6, 50144 Firenze. Ecco gli indirizzi a cui puoi inviare la tua richiesta: direz.pol.municipale@comune.fi.it (e-mail) e direz.pol.municipale@pec.comune.fi.it (PEC)."
